NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
11;0;1;1:48.124;0;;58.694;0;23.473;0;25.957;0;75.8;1:48.124;12:21:48.124;0:58.694;0:23.473;0:25.957;;Lucas DI GRASSI;0:00:28.452;;3;ABT Schaeffler Audi Sport;ABT;
11;0;2;1:14.654;0;;27.375;0;22.060;0;25.219;0;109.8;3:02.778;12:23:02.778;0:27.375;0:22.060;0:25.219;;Lucas DI GRASSI;;;3;ABT Schaeffler Audi Sport;ABT;
11;0;3;1:08.387;2;;25.633;2;19.488;2;23.266;2;119.9;4:11.165;12:24:11.165;0:25.633;0:19.488;0:23.266;;Lucas DI GRASSI;;;3;ABT Schaeffler Audi Sport;ABT;
19;0;1;1:52.977;0;;56.715;0;25.564;0;30.698;0;72.6;1:52.977;12:21:52.977;0:56.715;0:25.564;0:30.698;;Felix ROSENQVIST;0:00:20.127;;3;Mahindra Racing;MAHINDRA;
19;0;2;1:29.003;0;;33.092;0;29.511;0;26.400;0;92.1;3:21.980;12:23:21.980;0:33.092;0:29.511;0:26.400;;Felix ROSENQVIST;;;3;Mahindra Racing;MAHINDRA;
19;0;3;1:08.171;4;;25.536;2;19.394;4;23.241;4;120.2;4:30.151;12:24:30.151;0:25.536;0:19.394;0:23.241;;Felix ROSENQVIST;;;3;Mahindra Racing;MAHINDRA;
20;0;1;3:46.026;0;;2:51.680;0;26.952;0;27.394;0;36.3;3:46.026;12:23:46.026;2:51.680;0:26.952;0:27.394;;Mitch EVANS;0:02:16.209;;3;Panasonic Jaguar Racing;JAGUAR;
20;0;2;1:18.651;0;;30.164;0;24.094;0;24.393;0;104.2;5:04.677;12:25:04.677;0:30.164;0:24.094;0:24.393;;Mitch EVANS;;;3;Panasonic Jaguar Racing;JAGUAR;
20;0;3;1:09.219;2;;26.003;2;19.746;2;23.470;2;118.4;6:13.896;12:26:13.896;0:26.003;0:19.746;0:23.470;;Mitch EVANS;;;3;Panasonic Jaguar Racing;JAGUAR;
3;0;1;2:09.935;0;;1:21.330;0;22.458;0;26.147;0;63.1;2:09.935;12:22:09.935;1:21.330;0:22.458;0:26.147;;Nelson PIQUET JR;0:00:50.031;;3;NEXTEV NIO;NEXTEV;
3;0;2;1:18.524;0;;27.000;0;26.231;0;25.293;0;104.4;3:28.459;12:23:28.459;0:27.000;0:26.231;0:25.293;;Nelson PIQUET JR;;;3;NEXTEV NIO;NEXTEV;
3;0;3;1:08.961;2;;25.878;2;19.647;2;23.436;2;118.9;4:37.420;12:24:37.420;0:25.878;0:19.647;0:23.436;;Nelson PIQUET JR;;;3;NEXTEV NIO;NEXTEV;
37;0;1;1:32.795;0;;42.097;0;24.053;0;26.645;0;88.3;1:32.795;12:21:32.795;0:42.097;0:24.053;0:26.645;;José Maria LOPEZ;0:00:08.054;;3;DS Virgin Racing;VIRGIN;
37;0;2;1:18.719;0;;30.128;0;23.707;0;24.884;0;104.1;2:51.514;12:22:51.514;0:30.128;0:23.707;0:24.884;;José Maria LOPEZ;;;3;DS Virgin Racing;VIRGIN;
37;0;3;1:08.349;2;;25.522;4;19.530;2;23.297;2;119.9;3:59.863;12:23:59.863;0:25.522;0:19.530;0:23.297;;José Maria LOPEZ;;;3;DS Virgin Racing;VIRGIN;
