NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;
7;0;16;1:59.798;0;;44.181;0;39.141;0;36.476;0;103.8;38:11.541;08:53;0:44.181;0:39.141;0:36.476;;Jérome d'Ambrosio ;;
7;0;17;1:53.360;0;;40.244;0;36.841;0;36.275;0;109.7;40:04.901;08:55;0:40.244;0:36.841;0:36.275;;Jérome d'Ambrosio ;;
7;0;18;1:51.281;0;;39.160;0;36.316;0;35.805;0;111.7;41:56.182;08:56;0:39.160;0:36.316;0:35.805;;Jérome d'Ambrosio ;;
7;0;19;1:50.579;0;;38.926;0;35.977;0;35.676;0;112.4;43:46.761;08:58;0:38.926;0:35.977;0:35.676;;Jérome d'Ambrosio ;;
77;0;1;3:07.460;0;;1:34.506;0;45.754;0;47.200;0;66.3;3:07.460;08:18;1:34.506;0:45.754;0:47.200;;Katherine Legge;0:00:54.332;
77;0;2;2:00.475;0;;42.645;0;39.362;0;38.468;0;103.2;5:07.935;08:20;0:42.645;0:39.362;0:38.468;;Katherine Legge;;
77;0;3;1:57.500;0;;40.829;0;38.864;0;37.807;0;105.8;7:05.435;08:22;0:40.829;0:38.864;0:37.807;;Katherine Legge;;
77;0;4;10:04.149;0;B;44.004;0;40.987;0;8:39.158;0;20.6;17:09.584;08:32;0:44.004;0:40.987;8:39.158;;Katherine Legge;;
77;0;5;3:49.592;0;B;1:10.509;0;55.179;0;1:43.904;0;54.1;20:59.176;08:35;1:10.509;0:55.179;1:43.904;;Katherine Legge;0:08:22.499;
77;0;6;2:20.099;0;;1:00.608;0;40.415;0;39.076;0;88.7;23:19.275;08:38;1:00.608;0:40.415;0:39.076;;Katherine Legge;0:01:13.303;
77;0;7;1:51.850;2;;38.083;2;37.226;0;36.541;0;111.1;25:11.125;08:40;0:38.083;0:37.226;0:36.541;;Katherine Legge;;
77;0;8;1:55.868;0;;40.381;0;37.981;0;37.506;0;107.3;27:06.993;08:42;0:40.381;0:37.981;0:37.506;;Katherine Legge;;
77;0;9;8:43.277;0;B;41.085;0;38.943;0;7:23.249;0;23.8;35:50.270;08:50;0:41.085;0:38.943;7:23.249;;Katherine Legge;;
77;0;10;2:16.609;0;;1:00.573;0;38.248;0;37.788;0;91.0;38:06.879;08:53;1:00.573;0:38.248;0:37.788;;Katherine Legge;0:07:10.636;
77;0;11;1:53.624;0;;39.542;0;36.784;2;37.298;0;109.4;40:00.503;08:55;0:39.542;0:36.784;0:37.298;;Katherine Legge;;
77;0;12;1:52.472;0;;38.906;0;37.727;0;35.839;2;110.5;41:52.975;08:56;0:38.906;0:37.727;0:35.839;;Katherine Legge;;
8;0;1;3:20.264;0;;1:51.804;0;41.202;0;47.258;0;62.1;3:20.264;08:18;1:51.804;0:41.202;0:47.258;;Nicolas Prost;0:01:14.490;
8;0;2;2:02.077;0;;40.596;0;39.918;0;41.563;0;101.8;5:22.341;08:20;0:40.596;0:39.918;0:41.563;;Nicolas Prost;;
8;0;3;1:54.118;0;;39.280;0;37.476;0;37.362;0;108.9;7:16.459;08:22;0:39.280;0:37.476;0:37.362;;Nicolas Prost;;
8;0;4;1:50.752;0;;38.856;0;35.933;0;35.963;0;112.2;9:07.211;08:24;0:38.856;0:35.933;0:35.963;;Nicolas Prost;;
8;0;5;1:49.005;0;;38.429;0;35.220;0;35.356;0;114.0;10:56.216;08:25;0:38.429;0:35.220;0:35.356;;Nicolas Prost;;
8;0;6;2:40.752;0;;50.045;0;54.225;0;56.482;0;77.3;13:36.968;08:28;0:50.045;0:54.225;0:56.482;;Nicolas Prost;;
8;0;7;1:47.623;0;;37.494;0;35.496;0;34.633;0;115.5;15:24.591;08:30;0:37.494;0:35.496;0:34.633;;Nicolas Prost;;
8;0;8;2:45.635;0;;56.213;0;56.202;0;53.220;0;75.0;18:10.226;08:33;0:56.213;0:56.202;0:53.220;;Nicolas Prost;;
8;0;9;1:44.703;0;;37.226;0;33.786;0;33.691;0;118.7;19:54.929;08:34;0:37.226;0:33.786;0:33.691;;Nicolas Prost;;
8;0;10;6:15.469;0;B;41.917;0;35.155;0;4:58.397;0;33.1;26:10.398;08:41;0:41.917;0:35.155;4:58.397;;Nicolas Prost;;
8;0;11;2:09.873;0;;57.826;0;37.016;0;35.031;0;95.7;28:20.271;08:43;0:57.826;0:37.016;0:35.031;;Nicolas Prost;0:04:47.861;
8;0;12;1:48.498;0;;38.594;0;35.446;0;34.458;0;114.6;30:08.769;08:45;0:38.594;0:35.446;0:34.458;;Nicolas Prost;;
8;0;13;1:48.996;0;;39.072;0;35.320;0;34.604;0;114.0;31:57.765;08:46;0:39.072;0:35.320;0:34.604;;Nicolas Prost;;
8;0;14;1:47.633;0;;37.594;0;35.138;0;34.901;0;115.5;33:45.398;08:48;0:37.594;0:35.138;0:34.901;;Nicolas Prost;;
8;0;15;1:49.091;0;;39.313;0;35.258;0;34.520;0;113.9;35:34.489;08:50;0:39.313;0:35.258;0:34.520;;Nicolas Prost;;
8;0;16;3:06.477;0;;1:08.157;0;1:03.104;0;55.216;0;66.7;38:40.966;08:53;1:08.157;1:03.104;0:55.216;;Nicolas Prost;;
8;0;17;1:44.011;0;;37.024;0;33.509;0;33.478;0;119.5;40:24.977;08:55;0:37.024;0:33.509;0:33.478;;Nicolas Prost;;
8;0;18;2:47.076;0;;50.953;0;1:02.944;0;53.179;0;74.4;43:12.053;08:58;0:50.953;1:02.944;0:53.179;;Nicolas Prost;;
8;0;19;1:42.961;2;;36.791;2;33.230;2;32.940;2;120.7;44:55.014;08:59;0:36.791;0:33.230;0:32.940;;Nicolas Prost;;
88;0;1;6:13.439;0;B;1:30.980;0;45.490;0;3:56.969;0;33.3;6:13.439;08:21;1:30.980;0:45.490;3:56.969;;Ho-Pin Tung;0:00:53.214;
88;0;2;2:25.969;0;;1:04.864;0;43.489;0;37.616;0;85.2;8:39.408;08:23;1:04.864;0:43.489;0:37.616;;Ho-Pin Tung;0:03:36.883;
88;0;3;5:08.624;0;B;40.954;0;38.241;0;3:49.429;0;40.3;13:48.032;08:28;0:40.954;0:38.241;3:49.429;;Ho-Pin Tung;;
88;0;4;2:13.569;0;;1:00.607;0;36.952;0;36.010;0;93.1;16:01.601;08:31;1:00.607;0:36.952;0:36.010;;Ho-Pin Tung;0:03:36.415;
88;0;5;1:58.080;0;;42.608;0;36.535;0;38.937;0;105.3;17:59.681;08:32;0:42.608;0:36.535;0:38.937;;Ho-Pin Tung;;
88;0;6;1:49.967;0;;38.899;0;35.730;0;35.338;0;113.0;19:49.648;08:34;0:38.899;0:35.730;0:35.338;;Ho-Pin Tung;;
88;0;7;1:49.601;0;;38.757;0;35.769;0;35.075;0;113.4;21:39.249;08:36;0:38.757;0:35.769;0:35.075;;Ho-Pin Tung;;
88;0;8;1:49.585;0;;38.873;0;35.669;0;35.043;0;113.4;23:28.834;08:38;0:38.873;0:35.669;0:35.043;;Ho-Pin Tung;;
88;0;9;5:42.109;0;B;38.944;0;37.201;0;4:25.964;0;36.3;29:10.943;08:44;0:38.944;0:37.201;4:25.964;;Ho-Pin Tung;;
88;0;10;2:36.014;0;;1:08.730;0;45.603;0;41.681;0;79.7;31:46.957;08:46;1:08.730;0:45.603;0:41.681;;Ho-Pin Tung;0:04:15.779;
88;0;11;1:45.017;0;;36.800;0;34.012;0;34.205;0;118.4;33:31.974;08:48;0:36.800;0:34.012;0:34.205;;Ho-Pin Tung;;
88;0;12;2:17.780;0;;41.597;0;43.581;0;52.602;0;90.2;35:49.754;08:50;0:41.597;0:43.581;0:52.602;;Ho-Pin Tung;;
88;0;13;1:51.916;0;;40.590;0;36.021;0;35.305;0;111.1;37:41.670;08:52;0:40.590;0:36.021;0:35.305;;Ho-Pin Tung;;
88;0;14;1:59.020;0;;41.816;0;37.245;0;39.959;0;104.4;39:40.690;08:54;0:41.816;0:37.245;0:39.959;;Ho-Pin Tung;;
88;0;15;2:03.573;0;;36.625;2;34.070;0;52.878;0;100.6;41:44.263;08:56;0:36.625;0:34.070;0:52.878;;Ho-Pin Tung;;
88;0;16;1:44.839;2;;37.054;0;33.711;2;34.074;2;118.6;43:29.102;08:58;0:37.054;0:33.711;0:34.074;;Ho-Pin Tung;;
88;0;17;1:53.698;0;;39.524;0;35.341;0;38.833;0;109.3;45:22.800;09:00;0:39.524;0:35.341;0:38.833;;Ho-Pin Tung;;
9;0;1;3:05.168;0;;1:41.563;0;41.563;0;42.042;0;67.1;3:05.168;08:18;1:41.563;0:41.563;0:42.042;;Sebastien Buemi;0:01:06.684;
9;0;2;1:52.183;0;;39.703;0;36.015;0;36.465;0;110.8;4:57.351;08:19;0:39.703;0:36.015;0:36.465;;Sebastien Buemi;;
9;0;3;1:49.019;0;;38.417;0;35.167;0;35.435;0;114.0;6:46.370;08:21;0:38.417;0:35.167;0:35.435;;Sebastien Buemi;;
9;0;4;1:48.834;0;;38.254;0;35.201;0;35.379;0;114.2;8:35.204;08:23;0:38.254;0:35.201;0:35.379;;Sebastien Buemi;;
9;0;5;1:48.162;0;;38.054;0;35.073;0;35.035;0;114.9;10:23.366;08:25;0:38.054;0:35.073;0:35.035;;Sebastien Buemi;;
9;0;6;1:49.031;0;;38.602;0;35.343;0;35.086;0;114.0;12:12.397;08:27;0:38.602;0:35.343;0:35.086;;Sebastien Buemi;;
9;0;7;3:07.440;0;;1:04.067;0;1:05.571;0;57.802;0;66.3;15:19.837;08:30;1:04.067;1:05.571;0:57.802;;Sebastien Buemi;;
9;0;8;3:04.185;0;;1:32.879;0;42.139;0;49.167;0;67.5;18:24.022;08:33;1:32.879;0:42.139;0:49.167;;Sebastien Buemi;;
9;0;9;1:43.789;0;;36.987;0;33.774;0;33.028;0;119.8;20:07.811;08:35;0:36.987;0:33.774;0:33.028;;Sebastien Buemi;;
9;0;10;6:01.066;0;B;53.121;0;48.721;0;4:19.224;0;34.4;26:08.877;08:41;0:53.121;0:48.721;4:19.224;;Sebastien Buemi;;
9;0;11;2:09.590;0;;58.241;0;35.953;0;35.396;0;95.9;28:18.467;08:43;0:58.241;0:35.953;0:35.396;;Sebastien Buemi;0:03:59.498;
9;0;12;1:47.679;0;;37.926;0;35.230;0;34.523;0;115.4;30:06.146;08:45;0:37.926;0:35.230;0:34.523;;Sebastien Buemi;;
9;0;13;1:47.452;0;;37.867;0;34.975;0;34.610;0;115.7;31:53.598;08:46;0:37.867;0:34.975;0:34.610;;Sebastien Buemi;;
9;0;14;1:49.454;0;;37.770;0;35.529;0;36.155;0;113.6;33:43.052;08:48;0:37.770;0:35.529;0:36.155;;Sebastien Buemi;;
9;0;15;1:47.311;0;;37.814;0;34.816;0;34.681;0;115.8;35:30.363;08:50;0:37.814;0:34.816;0:34.681;;Sebastien Buemi;;
9;0;16;3:21.235;0;;1:23.139;0;1:01.263;0;56.833;0;61.8;38:51.598;08:53;1:23.139;1:01.263;0:56.833;;Sebastien Buemi;;
9;0;17;1:42.510;2;;36.366;2;33.410;2;32.734;2;121.3;40:34.108;08:55;0:36.366;0:33.410;0:32.734;;Sebastien Buemi;;
9;0;18;2:38.696;0;B;50.816;0;39.726;0;1:08.154;0;78.3;43:12.804;08:58;0:50.816;0:39.726;1:08.154;;Sebastien Buemi;;
99;0;1;2:42.501;0;;1:23.309;0;40.133;0;39.059;0;76.5;2:42.501;08:17;1:23.309;0:40.133;0:39.059;;Nelson Piquet JR;0:00:45.478;
99;0;2;1:54.401;0;;40.249;0;37.151;0;37.001;0;108.7;4:36.902;08:19;0:40.249;0:37.151;0:37.001;;Nelson Piquet JR;;
99;0;3;1:52.273;0;;39.253;0;36.704;0;36.316;0;110.7;6:29.175;08:21;0:39.253;0:36.704;0:36.316;;Nelson Piquet JR;;
99;0;4;1:50.203;0;;38.569;0;35.895;0;35.739;0;112.8;8:19.378;08:23;0:38.569;0:35.895;0:35.739;;Nelson Piquet JR;;
99;0;5;1:49.751;0;;38.347;0;35.798;0;35.606;0;113.3;10:09.129;08:25;0:38.347;0:35.798;0:35.606;;Nelson Piquet JR;;
99;0;6;1:49.138;0;;38.261;0;35.492;0;35.385;0;113.9;11:58.267;08:26;0:38.261;0:35.492;0:35.385;;Nelson Piquet JR;;
99;0;7;1:48.801;0;;37.932;0;35.451;0;35.418;0;114.3;13:47.068;08:28;0:37.932;0:35.451;0:35.418;;Nelson Piquet JR;;
99;0;8;5:58.247;0;B;39.314;0;35.831;0;4:43.102;0;34.7;19:45.315;08:34;0:39.314;0:35.831;4:43.102;;Nelson Piquet JR;;
99;0;9;2:21.054;0;;1:03.106;0;41.047;0;36.901;0;88.1;22:06.369;08:37;1:03.106;0:41.047;0:36.901;;Nelson Piquet JR;0:04:32.316;
99;0;10;1:49.769;0;;38.861;0;35.827;0;35.081;0;113.2;23:56.138;08:38;0:38.861;0:35.827;0:35.081;;Nelson Piquet JR;;
99;0;11;1:48.218;0;;38.232;0;35.375;0;34.611;0;114.9;25:44.356;08:40;0:38.232;0:35.375;0:34.611;;Nelson Piquet JR;;
99;0;12;1:47.119;0;;37.643;0;35.045;0;34.431;0;116.0;27:31.475;08:42;0:37.643;0:35.045;0:34.431;;Nelson Piquet JR;;
99;0;13;1:46.069;0;;37.690;0;34.352;0;34.027;0;117.2;29:17.544;08:44;0:37.690;0:34.352;0:34.027;;Nelson Piquet JR;;
99;0;14;1:45.146;2;;37.084;0;34.324;2;33.738;2;118.2;31:02.690;08:46;0:37.084;0:34.324;0:33.738;;Nelson Piquet JR;;
99;0;15;1:58.552;0;;37.063;2;37.610;0;43.879;0;104.9;33:01.242;08:48;0:37.063;0:37.610;0:43.879;;Nelson Piquet JR;;
99;0;16;1:49.393;0;;38.462;0;35.777;0;35.154;0;113.6;34:50.635;08:49;0:38.462;0:35.777;0:35.154;;Nelson Piquet JR;;
99;0;17;1:49.429;0;;38.249;0;35.979;0;35.201;0;113.6;36:40.064;08:51;0:38.249;0:35.979;0:35.201;;Nelson Piquet JR;;
99;0;18;2:20.453;0;;44.146;0;47.715;0;48.592;0;88.5;39:00.517;08:54;0:44.146;0:47.715;0:48.592;;Nelson Piquet JR;;
99;0;19;6:00.390;0;B;37.150;0;41.066;0;4:42.174;0;34.5;45:00.907;09:00;0:37.150;0:41.066;4:42.174;;Nelson Piquet JR;;
