,Unnamed: 0,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
48,48,33,1,2:42.434,0,50.5,2:42.434,2020-11-10 12:32:42.434,Stéphane SARRAZIN,0:01:18.275,,4,TECHEETAH,TECHEETAH,20.7778,47.7778,3.21869,59.0
49,49,33,2,1:15.491,0,108.6,3:57.925,2020-11-10 12:33:57.925,Stéphane SARRAZIN,,,4,TECHEETAH,TECHEETAH,,,,
50,50,33,3,1:08.890,2,119.0,5:06.815,2020-11-10 12:35:06.815,Stéphane SARRAZIN,,,4,TECHEETAH,TECHEETAH,,,,
51,51,4,1,4:03.130,0,33.7,4:03.130,2020-11-10 12:34:03.130,Tom DILLMANN,0:02:41.078,,4,Venturi Formula E Team,VENTURI,20.7778,47.7778,9.65606,5.0
52,52,4,2,1:11.878,0,114.0,5:15.008,2020-11-10 12:35:15.008,Tom DILLMANN,,,4,Venturi Formula E Team,VENTURI,,,,
53,53,4,3,1:09.214,2,118.4,6:24.222,2020-11-10 12:36:24.222,Tom DILLMANN,,,4,Venturi Formula E Team,VENTURI,20.7222,47.7778,6.43738,233.0
54,54,88,1,2:30.266,0,54.6,2:30.266,2020-11-10 12:32:30.266,Oliver TURVEY,0:01:05.642,,4,NEXTEV NIO,NEXTEV,20.7778,47.7778,3.21869,59.0
55,55,88,2,1:19.580,0,103.0,3:49.846,2020-11-10 12:33:49.846,Oliver TURVEY,,,4,NEXTEV NIO,NEXTEV,,,,
56,56,88,3,1:08.607,2,119.5,4:58.453,2020-11-10 12:34:58.453,Oliver TURVEY,,,4,NEXTEV NIO,NEXTEV,,,,
57,57,9,1,1:26.763,0,94.5,1:26.763,2020-11-10 12:31:26.763,Sébastien BUEMI,0:00:07.265,,4,Renault e.dams,RENAULT,20.7778,47.7778,3.21869,43.0
58,58,9,2,1:09.010,2,118.8,2:35.773,2020-11-10 12:32:35.773,Sébastien BUEMI,,,4,Renault e.dams,RENAULT,,,,
59,59,19,1,4:10.661,0,32.7,4:10.661,2020-11-10 12:04:10.661,Felix ROSENQVIST,0:02:40.201,,1,Mahindra Racing,MAHINDRA,25.2778,53.8889,6.43738,184.0
60,60,19,2,1:20.322,0,102.1,5:30.983,2020-11-10 12:05:30.983,Felix ROSENQVIST,,,1,Mahindra Racing,MAHINDRA,,,,
61,61,19,3,1:08.035,4,120.5,6:39.018,2020-11-10 12:06:39.018,Felix ROSENQVIST,,,1,Mahindra Racing,MAHINDRA,25.30555,53.8889,4.828035,218.5
62,62,23,1,3:58.486,0,34.4,3:58.486,2020-11-10 12:03:58.486,Nick HEIDFELD,0:02:30.533,,1,Mahindra Racing,MAHINDRA,25.2778,53.8889,6.43738,184.0
63,63,23,2,1:28.038,0,93.1,5:26.524,2020-11-10 12:05:26.524,Nick HEIDFELD,,,1,Mahindra Racing,MAHINDRA,,,,
64,64,23,3,1:11.267,2,115.0,6:37.791,2020-11-10 12:06:37.791,Nick HEIDFELD,,,1,Mahindra Racing,MAHINDRA,25.30555,53.8889,4.828035,218.5
65,65,3,1,3:49.206,0,35.8,3:49.206,2020-11-10 12:03:49.206,Nelson PIQUET JR,0:02:25.027,,1,NEXTEV NIO,NEXTEV,25.2778,53.8889,6.43738,184.0
66,66,3,2,1:12.553,0,113.0,5:01.759,2020-11-10 12:05:01.759,Nelson PIQUET JR,,,1,NEXTEV NIO,NEXTEV,,,,
67,67,3,3,1:09.149,2,118.5,6:10.908,2020-11-10 12:06:10.908,Nelson PIQUET JR,,,1,NEXTEV NIO,NEXTEV,25.3333,53.8889,3.21869,253.0
68,68,33,1,3:10.805,0,43.0,3:10.805,2020-11-10 12:03:10.805,Stéphane SARRAZIN,0:01:41.596,,1,TECHEETAH,TECHEETAH,25.2778,53.3333,6.43738,224.0
69,69,33,2,1:17.599,0,105.6,4:28.404,2020-11-10 12:04:28.404,Stéphane SARRAZIN,,,1,TECHEETAH,TECHEETAH,,,,
70,70,33,3,1:08.822,2,119.1,5:37.226,2020-11-10 12:05:37.226,Stéphane SARRAZIN,,,1,TECHEETAH,TECHEETAH,25.3333,53.8889,3.21869,253.0
71,71,5,1,3:37.313,0,37.7,3:37.313,2020-11-10 12:03:37.313,Maro ENGEL,0:02:15.793,,1,Venturi Formula E Team,VENTURI,25.2778,53.8889,6.43738,184.0
72,72,5,2,1:18.603,0,104.3,4:55.916,2020-11-10 12:04:55.916,Maro ENGEL,,,1,Venturi Formula E Team,VENTURI,,,,
73,73,5,3,1:08.582,2,119.5,6:04.498,2020-11-10 12:06:04.498,Maro ENGEL,,,1,Venturi Formula E Team,VENTURI,25.3333,53.8889,3.21869,253.0
74,74,4,1,3:38.011,0,37.6,3:38.011,2020-11-10 12:13:38.011,Tom DILLMANN,0:02:20.069,,2,Venturi Formula E Team,VENTURI,25.6667,53.8889,6.43738,240.0
75,75,4,2,1:12.198,0,113.5,4:50.209,2020-11-10 12:14:50.209,Tom DILLMANN,,,2,Venturi Formula E Team,VENTURI,,,,
76,76,4,3,1:08.738,2,119.3,5:58.947,2020-11-10 12:15:58.947,Tom DILLMANN,,,2,Venturi Formula E Team,VENTURI,25.6389,53.6111,7.242050000000001,240.5
77,77,47,1,2:01.799,0,67.3,2:01.799,2020-11-10 12:12:01.799,Adam CARROLL,0:00:44.226,,2,Panasonic Jaguar Racing,JAGUAR,25.7222,53.8889,9.65606,240.0
78,78,47,2,1:12.705,0,112.7,3:14.504,2020-11-10 12:13:14.504,Adam CARROLL,,,2,Panasonic Jaguar Racing,JAGUAR,,,,
79,79,47,3,1:09.543,2,117.9,4:24.047,2020-11-10 12:14:24.047,Adam CARROLL,,,2,Panasonic Jaguar Racing,JAGUAR,,,,
80,80,66,1,1:32.518,0,88.6,1:32.518,2020-11-10 12:11:32.518,Daniel ABT,0:00:07.230,,2,ABT Schaeffler Audi Sport,ABT,25.6667,53.8889,9.65606,279.0
81,81,66,2,1:17.320,0,106.0,2:49.838,2020-11-10 12:12:49.838,Daniel ABT,,,2,ABT Schaeffler Audi Sport,ABT,,,,
82,82,66,3,1:08.348,2,119.9,3:58.186,2020-11-10 12:13:58.186,Daniel ABT,,,2,ABT Schaeffler Audi Sport,ABT,,,,
83,83,8,1,3:16.494,0,41.7,3:16.494,2020-11-10 12:13:16.494,Nicolas PROST,0:01:48.977,,2,Renault e.dams,RENAULT,25.6667,53.8889,6.43738,240.0
84,84,8,2,1:16.873,0,106.6,4:33.367,2020-11-10 12:14:33.367,Nicolas PROST,,,2,Renault e.dams,RENAULT,,,,
85,85,8,3,1:08.465,2,119.7,5:41.832,2020-11-10 12:15:41.832,Nicolas PROST,,,2,Renault e.dams,RENAULT,25.6111,53.3333,8.04672,241.0
86,86,9,1,3:20.113,0,41.0,3:20.113,2020-11-10 12:13:20.113,Sébastien BUEMI,0:01:54.355,,2,Renault e.dams,RENAULT,25.6667,53.8889,6.43738,240.0
87,87,9,2,1:19.864,0,102.6,4:39.977,2020-11-10 12:14:39.977,Sébastien BUEMI,,,2,Renault e.dams,RENAULT,,,,
88,88,9,3,1:08.022,4,120.5,5:47.999,2020-11-10 12:15:47.999,Sébastien BUEMI,,,2,Renault e.dams,RENAULT,25.6111,53.3333,8.04672,241.0
89,89,11,1,1:32.995,0,88.1,1:32.995,2020-11-10 12:21:32.995,Lucas DI GRASSI,0:00:06.040,,3,ABT Schaeffler Audi Sport,ABT,25.8333,55.5556,3.21869,224.0
90,90,11,2,1:18.832,0,104.0,2:51.827,2020-11-10 12:22:51.827,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,ABT,,,,
91,91,11,3,1:08.223,2,120.2,4:00.050,2020-11-10 12:24:00.050,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,ABT,25.77775,55.2778,3.21869,241.5
92,92,20,1,3:19.643,0,41.1,3:19.643,2020-11-10 12:23:19.643,Mitch EVANS,0:01:45.554,,3,Panasonic Jaguar Racing,JAGUAR,25.7222,55.0,3.21869,259.0
93,93,20,2,1:23.098,0,98.6,4:42.741,2020-11-10 12:24:42.741,Mitch EVANS,,,3,Panasonic Jaguar Racing,JAGUAR,25.77775,55.2778,3.21869,241.5
94,94,20,3,1:08.356,2,119.9,5:51.097,2020-11-10 12:25:51.097,Mitch EVANS,,,3,Panasonic Jaguar Racing,JAGUAR,25.8611,55.5556,8.046745,233.0
95,95,28,1,1:30.567,0,90.5,1:30.567,2020-11-10 12:21:30.567,Antonio Felix DA COSTA,0:00:13.576,,3,Andretti Formula E,ANDRETTI,25.8333,55.5556,3.21869,224.0
96,96,28,2,1:11.094,0,115.3,2:41.661,2020-11-10 12:22:41.661,Antonio Felix DA COSTA,,,3,Andretti Formula E,ANDRETTI,,,,
97,97,28,3,1:09.085,2,118.7,3:50.746,2020-11-10 12:23:50.746,Antonio Felix DA COSTA,,,3,Andretti Formula E,ANDRETTI,25.7222,55.0,3.21869,259.0
98,98,37,1,1:35.543,0,85.8,1:35.543,2020-11-10 12:21:35.543,José Maria LOPEZ,0:00:09.986,,3,DS Virgin Racing,VIRGIN,25.8333,55.5556,3.21869,224.0
99,99,37,2,1:20.518,0,101.8,2:56.061,2020-11-10 12:22:56.061,José Maria LOPEZ,,,3,DS Virgin Racing,VIRGIN,,,,
100,100,37,3,1:07.854,4,120.8,4:03.915,2020-11-10 12:24:03.915,José Maria LOPEZ,,,3,DS Virgin Racing,VIRGIN,25.77775,55.2778,3.21869,241.5
101,101,88,1,2:23.802,0,57.0,2:23.802,2020-11-10 12:22:23.802,Oliver TURVEY,0:00:50.276,,3,NEXTEV NIO,NEXTEV,25.7222,55.0,3.21869,259.0
102,102,88,2,1:24.280,0,97.3,3:48.082,2020-11-10 12:23:48.082,Oliver TURVEY,,,3,NEXTEV NIO,NEXTEV,25.7222,55.0,3.21869,259.0
103,103,88,3,1:08.142,2,120.3,4:56.224,2020-11-10 12:24:56.224,Oliver TURVEY,,,3,NEXTEV NIO,NEXTEV,25.77775,55.2778,3.21869,241.5
104,104,2,1,1:29.575,0,91.5,1:29.575,2020-11-10 12:31:29.575,Sam BIRD,0:00:06.980,,4,DS Virgin Racing,VIRGIN,25.9444,55.5556,6.43738,318.0
105,105,2,2,1:21.150,0,101.0,2:50.725,2020-11-10 12:32:50.725,Sam BIRD,,,4,DS Virgin Racing,VIRGIN,,,,
106,106,2,3,1:07.805,4,120.9,3:58.530,2020-11-10 12:33:58.530,Sam BIRD,,,4,DS Virgin Racing,VIRGIN,25.9444,55.5556,4.828035,291.5
107,107,25,1,2:16.795,0,59.9,2:16.795,2020-11-10 12:32:16.795,Jean-Eric VERGNE,0:00:47.112,,4,TECHEETAH,TECHEETAH,25.9444,55.5556,3.21869,265.0
108,108,25,2,1:19.829,0,102.7,3:36.624,2020-11-10 12:33:36.624,Jean-Eric VERGNE,,,4,TECHEETAH,TECHEETAH,25.9444,55.5556,3.21869,265.0
109,109,25,3,1:07.993,2,120.6,4:44.617,2020-11-10 12:34:44.617,Jean-Eric VERGNE,,,4,TECHEETAH,TECHEETAH,25.9444,55.5556,4.828035,291.5
110,110,27,1,2:09.329,0,63.4,2:09.329,2020-11-10 12:32:09.329,Robin FRIJNS,0:00:41.851,,4,Andretti Formula E,ANDRETTI,25.9444,55.5556,3.21869,265.0
111,111,27,2,1:16.663,0,106.9,3:25.992,2020-11-10 12:33:25.992,Robin FRIJNS,,,4,Andretti Formula E,ANDRETTI,25.9444,55.5556,3.21869,265.0
112,112,27,3,1:08.583,2,119.5,4:34.575,2020-11-10 12:34:34.575,Robin FRIJNS,,,4,Andretti Formula E,ANDRETTI,25.9444,55.5556,4.828035,291.5
113,113,6,1,1:38.015,0,83.6,1:38.015,2020-11-10 12:31:38.015,Loïc DUVAL,0:00:11.417,,4,Faraday Future Dragon Racing,FARADAY,25.9444,55.5556,6.43738,318.0
114,114,6,2,1:20.675,0,101.6,2:58.690,2020-11-10 12:32:58.690,Loïc DUVAL,,,4,Faraday Future Dragon Racing,FARADAY,,,,
115,115,6,3,1:08.483,2,119.7,4:07.173,2020-11-10 12:34:07.173,Loïc DUVAL,,,4,Faraday Future Dragon Racing,FARADAY,25.9444,55.5556,4.828035,291.5
116,116,7,1,2:22.870,0,57.4,2:22.870,2020-11-10 12:32:22.870,Jérôme D'AMBROSIO,0:01:04.959,,4,Faraday Future Dragon Racing,FARADAY,25.9444,55.5556,3.21869,265.0
117,117,7,2,1:16.927,0,106.6,3:39.797,2020-11-10 12:33:39.797,Jérôme D'AMBROSIO,,,4,Faraday Future Dragon Racing,FARADAY,25.9444,55.5556,3.21869,265.0
118,118,7,3,1:08.552,2,119.6,4:48.349,2020-11-10 12:34:48.349,Jérôme D'AMBROSIO,,,4,Faraday Future Dragon Racing,FARADAY,25.9444,55.5556,4.828035,291.5
119,0,11,1,11:15.541,0,9.9,11:15.541,2020-11-10 12:16:15.541,Lucas DI GRASSI,0:10:05.541,,2,ABT Schaeffler Audi Sport,,30.6667,42.2222,1.60934,77.0
120,1,11,2,1:08.094,2,98.3,12:23.635,2020-11-10 12:17:23.635,Lucas DI GRASSI,,,2,ABT Schaeffler Audi Sport,,,,,
121,2,19,1,29:19.283,0,3.8,29:19.282,2020-11-10 12:34:19.283,Felix ROSENQVIST,0:28:07.571,,3,Mahindra Racing,,30.0,41.1111,3.21869,83.0
122,3,19,2,1:04.699,0,103.5,30:23.981,2020-11-10 12:35:23.982,Felix ROSENQVIST,,,3,Mahindra Racing,,29.962933333333336,40.92593333333333,2.68224,67.33333333333333
123,4,19,3,1:03.332,2,105.7,31:27.313,2020-11-10 12:36:27.314,Felix ROSENQVIST,,,3,Mahindra Racing,,29.9444,40.5556,1.60934,185.0
124,5,2,1,11:21.349,0,9.8,11:21.349,2020-11-10 12:16:21.349,Sam BIRD,0:10:07.285,,2,DS Virgin Racing,,30.6667,42.2222,1.60934,77.0
125,6,2,2,1:08.812,0,97.3,12:30.161,2020-11-10 12:17:30.161,Sam BIRD,,,2,DS Virgin Racing,,,,,
126,7,2,3,7:34.777,0,14.7,20:04.937,2020-11-10 12:25:04.938,Sam BIRD,,,2,DS Virgin Racing,,30.5833375,41.94445,3.82219125,159.25
127,8,2,4,1:14.712,0,89.6,21:19.649,2020-11-10 12:26:19.650,Sam BIRD,0:06:21.753,,2,DS Virgin Racing,,30.33335,41.6667,5.6327050000000005,323.5
128,9,2,5,1:03.258,2,105.9,22:22.907,2020-11-10 12:27:22.908,Sam BIRD,,,2,DS Virgin Racing,,30.22225,41.6667,5.6327050000000005,308.0
129,10,20,1,29:40.105,0,3.8,29:40.104,2020-11-10 12:34:40.105,Mitch EVANS,0:28:17.911,,3,Panasonic Jaguar Racing,,29.9444,41.1111,3.21869,97.0
130,11,20,2,1:09.610,0,96.2,30:49.714,2020-11-10 12:35:49.715,Mitch EVANS,,,3,Panasonic Jaguar Racing,,29.9444,40.83335,2.414015,59.5
131,12,20,3,27:21.513,0,4.1,58:11.226,2020-11-10 13:03:11.228,Mitch EVANS,,,3,Panasonic Jaguar Racing,,29.88063333333333,40.16462222222222,3.0994762962962965,170.2592592592593
132,13,20,4,1:20.651,0,83.0,59:31.877,2020-11-10 13:04:31.879,Mitch EVANS,0:25:44.704,,3,Panasonic Jaguar Racing,,29.64816666666667,40.0,5.36448,315.6666666666667
133,14,20,5,1:04.588,2,103.7,1:00:36.465,2020-11-10 13:05:36.467,Mitch EVANS,,,3,Panasonic Jaguar Racing,,29.6111,40.0,5.6327050000000005,312.5
134,15,23,1,1:29.684,0,74.7,1:29.684,2020-11-10 12:06:29.684,Nick HEIDFELD,0:00:07.592,,1,Mahindra Racing,,30.1111,41.6667,3.21869,22.0
135,16,23,2,1:11.023,0,94.3,2:40.707,2020-11-10 12:07:40.707,Nick HEIDFELD,,,1,Mahindra Racing,,,,,
136,17,23,3,1:03.848,2,104.9,3:44.555,2020-11-10 12:08:44.555,Nick HEIDFELD,,,1,Mahindra Racing,,,,,
137,18,25,1,29:36.156,0,3.8,29:36.155,2020-11-10 12:34:36.156,Jean-Eric VERGNE,0:28:10.662,,3,TECHEETAH,,29.9444,41.1111,3.21869,97.0
138,19,25,2,1:09.003,0,97.0,30:45.158,2020-11-10 12:35:45.159,Jean-Eric VERGNE,,,3,TECHEETAH,,29.9444,40.83335,2.414015,59.5
139,20,25,3,27:24.154,0,4.1,58:09.311,2020-11-10 13:03:09.313,Jean-Eric VERGNE,,,3,TECHEETAH,,29.88063333333333,40.16462222222222,3.0994762962962965,170.2592592592593
140,21,25,4,1:19.051,0,84.7,59:28.362,2020-11-10 13:04:28.364,Jean-Eric VERGNE,0:25:46.476,,3,TECHEETAH,,29.64816666666667,40.0,5.36448,315.6666666666667
141,22,25,5,1:03.750,2,105.0,1:00:32.112,2020-11-10 13:05:32.114,Jean-Eric VERGNE,,,3,TECHEETAH,,29.6111,40.0,5.6327050000000005,312.5
142,23,27,1,29:28.445,0,3.8,29:28.444,2020-11-10 12:34:28.445,Robin FRIJNS,0:28:08.800,,3,Andretti Formula E,,29.9444,41.1111,3.21869,97.0
143,24,27,2,1:10.407,2,95.1,30:38.851,2020-11-10 12:35:38.852,Robin FRIJNS,,,3,Andretti Formula E,,29.9444,40.83335,2.414015,59.5
144,25,28,1,11:23.632,0,9.8,11:23.632,2020-11-10 12:16:23.632,Antonio Felix DA COSTA,0:10:10.245,,2,Andretti Formula E,,30.6667,42.2222,1.60934,77.0
145,26,28,2,1:09.085,0,96.9,12:32.717,2020-11-10 12:17:32.717,Antonio Felix DA COSTA,,,2,Andretti Formula E,,,,,
146,27,28,3,7:35.805,0,14.7,20:08.521,2020-11-10 12:25:08.522,Antonio Felix DA COSTA,,,2,Andretti Formula E,,30.5833375,41.94445,3.82219125,159.25
147,28,28,4,1:17.185,0,86.8,21:25.706,2020-11-10 12:26:25.707,Antonio Felix DA COSTA,0:06:19.685,,2,Andretti Formula E,,30.2778,41.6667,5.36448,319.3333333333333
148,29,28,5,1:04.057,2,104.5,22:29.763,2020-11-10 12:27:29.764,Antonio Felix DA COSTA,,,2,Andretti Formula E,,30.1389,41.6667,4.02336,166.5
149,30,3,1,29:23.371,0,3.8,29:23.370,2020-11-10 12:34:23.371,Nelson PIQUET JR,0:28:09.800,,3,NEXTEV NIO,,30.0,41.1111,3.21869,83.0
150,31,3,2,1:05.352,0,102.5,30:28.722,2020-11-10 12:35:28.723,Nelson PIQUET JR,,,3,NEXTEV NIO,,29.962933333333336,40.92593333333333,2.68224,67.33333333333333
151,32,3,3,1:03.099,4,106.1,31:31.821,2020-11-10 12:36:31.822,Nelson PIQUET JR,,,3,NEXTEV NIO,,29.9444,40.5556,1.60934,185.0
