,Unnamed: 0,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
152,33,33,1,11:37.613,0,9.6,11:37.613,2020-11-10 12:16:37.613, MA Qing Hua,0:10:13.809,,2,TECHEETAH,,30.7222,42.2222,4.82803,59.0
153,34,33,2,1:13.011,0,91.7,12:50.624,2020-11-10 12:17:50.624, MA Qing Hua,,,2,TECHEETAH,,30.7222,42.2222,4.82803,59.0
154,35,33,3,7:21.119,0,15.2,20:11.742,2020-11-10 12:25:11.743, MA Qing Hua,,,2,TECHEETAH,,30.5833375,41.94445,3.82219125,159.25
155,36,33,4,1:19.965,0,83.7,21:31.707,2020-11-10 12:26:31.708, MA Qing Hua,0:05:53.362,,2,TECHEETAH,,30.2778,41.6667,5.36448,319.3333333333333
156,37,33,5,1:04.740,2,103.4,22:36.447,2020-11-10 12:27:36.448, MA Qing Hua,,,2,TECHEETAH,,30.1389,41.6667,4.02336,166.5
157,38,37,1,1:04:25.677,0,1.7,1:04:25.675,2020-11-10 13:09:25.677,José Maria LOPEZ,1:03:08.256,,4,DS Virgin Racing,,29.5,40.0,4.82803,316.0
158,39,37,2,1:10.572,0,94.9,1:05:36.247,2020-11-10 13:10:36.249,José Maria LOPEZ,,,4,DS Virgin Racing,,29.5,40.0,4.82803,322.5
159,40,37,3,1:03.251,2,105.9,1:06:39.498,2020-11-10 13:11:39.500,José Maria LOPEZ,,,4,DS Virgin Racing,,29.5278,40.2778,4.02336,330.0
160,41,4,1,1:41.708,0,65.8,1:41.708,2020-11-10 12:06:41.708,Stéphane SARRAZIN,0:00:30.205,,1,Venturi Formula E Team,,30.1111,41.6667,3.21869,22.0
161,42,4,2,1:07.554,0,99.1,2:49.262,2020-11-10 12:07:49.262,Stéphane SARRAZIN,,,1,Venturi Formula E Team,,,,,
162,43,4,3,1:04.520,2,103.8,3:53.782,2020-11-10 12:08:53.782,Stéphane SARRAZIN,,,1,Venturi Formula E Team,,,,,
163,44,47,1,1:56.385,0,57.5,1:56.385,2020-11-10 12:06:56.385,Adam CARROLL,0:00:41.620,,1,Panasonic Jaguar Racing,,30.1111,41.6667,3.21869,22.0
164,45,47,2,1:07.800,0,98.8,3:04.185,2020-11-10 12:08:04.185,Adam CARROLL,,,1,Panasonic Jaguar Racing,,,,,
165,46,47,3,1:04.428,2,103.9,4:08.613,2020-11-10 12:09:08.613,Adam CARROLL,,,1,Panasonic Jaguar Racing,,,,,
166,47,5,1,1:05:00.529,0,1.7,1:05:00.527,2020-11-10 13:10:00.529,Maro ENGEL,1:03:46.182,,4,Venturi Formula E Team,,29.5,40.0,4.82803,316.0
167,48,5,2,1:10.556,0,94.9,1:06:11.083,2020-11-10 13:11:11.085,Maro ENGEL,,,4,Venturi Formula E Team,,29.5,40.0,4.82803,322.5
168,49,5,3,1:03.915,2,104.8,1:07:14.998,2020-11-10 13:12:15.000,Maro ENGEL,,,4,Venturi Formula E Team,,29.5278,40.2778,4.02336,330.0
169,50,6,1,2:03.604,0,54.2,2:03.604,2020-11-10 12:07:03.604,Loïc DUVAL,0:00:48.032,,1,Faraday Future Dragon Racing,,30.1111,41.6667,3.21869,22.0
170,51,6,2,1:09.037,0,97.0,3:12.641,2020-11-10 12:08:12.641,Loïc DUVAL,,,1,Faraday Future Dragon Racing,,,,,
171,52,6,3,1:03.637,2,105.2,4:16.278,2020-11-10 12:09:16.278,Loïc DUVAL,,,1,Faraday Future Dragon Racing,,,,,
172,53,66,1,1:04:22.809,0,1.7,1:04:22.807,2020-11-10 13:09:22.809,Daniel ABT,1:03:05.998,,4,ABT Schaeffler Audi Sport,,29.5556,40.0,4.82803,329.0
173,54,66,2,1:10.304,0,95.2,1:05:33.111,2020-11-10 13:10:33.113,Daniel ABT,,,4,ABT Schaeffler Audi Sport,,29.51853333333333,40.0,4.82803,324.6666666666667
174,55,66,3,1:03.615,2,105.3,1:06:36.726,2020-11-10 13:11:36.728,Daniel ABT,,,4,ABT Schaeffler Audi Sport,,29.5278,40.2778,4.02336,330.0
175,56,7,1,1:04:18.922,0,1.7,1:04:18.920,2020-11-10 13:09:18.922,Jérôme D'AMBROSIO,1:03:07.052,,4,Faraday Future Dragon Racing,,29.5556,40.0,4.82803,329.0
176,57,7,2,1:09.670,0,96.1,1:05:28.590,2020-11-10 13:10:28.592,Jérôme D'AMBROSIO,,,4,Faraday Future Dragon Racing,,29.51853333333333,40.0,4.82803,324.6666666666667
177,58,7,3,1:05.166,2,102.8,1:06:33.756,2020-11-10 13:11:33.758,Jérôme D'AMBROSIO,,,4,Faraday Future Dragon Racing,,29.5278,40.2778,4.02336,330.0
178,59,8,1,1:19.817,0,83.9,1:19.817,2020-11-10 12:06:19.817,Nicolas PROST,0:00:06.338,,1,Renault e.dams,,30.0556,41.1111,3.21869,93.0
179,60,8,2,1:09.017,0,97.0,2:28.834,2020-11-10 12:07:28.834,Nicolas PROST,,,1,Renault e.dams,,,,,
180,61,8,3,1:03.759,2,105.0,3:32.593,2020-11-10 12:08:32.593,Nicolas PROST,,,1,Renault e.dams,,,,,
181,62,88,1,11:27.780,0,9.7,11:27.780,2020-11-10 12:16:27.780,Oliver TURVEY,0:10:11.638,,2,NEXTEV NIO,,30.7222,42.2222,4.82803,59.0
182,63,88,2,1:10.397,0,95.1,12:38.177,2020-11-10 12:17:38.177,Oliver TURVEY,,,2,NEXTEV NIO,,30.7222,42.2222,4.82803,59.0
183,64,88,3,7:29.095,0,14.9,20:07.271,2020-11-10 12:25:07.272,Oliver TURVEY,,,2,NEXTEV NIO,,30.5833375,41.94445,3.82219125,159.25
184,65,88,4,1:16.314,0,87.7,21:23.585,2020-11-10 12:26:23.586,Oliver TURVEY,0:06:08.266,,2,NEXTEV NIO,,30.33335,41.6667,5.6327050000000005,323.5
185,66,88,5,1:03.231,2,105.9,22:26.816,2020-11-10 12:27:26.817,Oliver TURVEY,,,2,NEXTEV NIO,,30.1852,41.6667,4.828033333333333,212.66666666666663
186,67,9,1,1:04:15.440,0,1.7,1:04:15.438,2020-11-10 13:09:15.440,Sébastien BUEMI,1:03:05.129,,4,Renault e.dams,,29.5556,40.0,4.82803,329.0
187,68,9,2,1:06.419,0,100.8,1:05:21.857,2020-11-10 13:10:21.859,Sébastien BUEMI,,,4,Renault e.dams,,29.5278,40.0,4.82803,322.5
188,69,9,3,1:03.317,2,105.8,1:06:25.174,2020-11-10 13:11:25.176,Sébastien BUEMI,,,4,Renault e.dams,,29.51853333333333,40.1852,4.2915833333333335,325.3333333333333
189,0,11,1,21:31.412,0,8.3,21:31.412,2020-11-10 12:21:31.412,Lucas DI GRASSI,0:20:09.869,,3,ABT Schaeffler Audi Sport,,18.8889,21.1111,3.21869,22.0
190,1,11,2,1:28.653,0,120.6,23:00.065,2020-11-10 12:23:00.065,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,,,,,
191,2,11,3,1:22.081,2,130.3,24:22.146,2020-11-10 12:24:22.146,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,,18.8611,21.1111,4.828035,44.5
192,3,11,4,3:56.031,0,45.3,28:18.177,2020-11-10 12:28:18.177,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,,19.02222,21.22222,4.828034,37.2
193,4,11,5,1:37.972,0,109.2,29:56.149,2020-11-10 12:29:56.149,Lucas DI GRASSI,,,3,ABT Schaeffler Audi Sport,,19.1389,21.6667,5.6327050000000005,183.0
194,5,19,1,31:52.382,0,5.6,31:52.382,2020-11-10 12:31:52.382,Felix ROSENQVIST,0:30:15.574,,4,Mahindra Racing,,19.1667,21.6667,4.82803,30.0
195,6,19,2,1:21.175,2,131.8,33:13.557,2020-11-10 12:33:13.557,Felix ROSENQVIST,,,4,Mahindra Racing,,19.240766666666666,22.03703333333333,5.900930000000001,23.0
196,7,19,3,2:31.857,0,70.4,35:45.414,2020-11-10 12:35:45.414,Felix ROSENQVIST,,,4,Mahindra Racing,,19.2778,22.2222,6.437376666666666,120.33333333333331
197,8,2,1,31:41.788,0,5.6,31:41.788,2020-11-10 12:31:41.788,Sam BIRD,0:30:11.560,,4,DS Virgin Racing,,19.1667,21.6667,4.82803,30.0
198,9,2,2,1:26.029,0,124.3,33:07.817,2020-11-10 12:33:07.817,Sam BIRD,,,4,DS Virgin Racing,,19.240766666666666,22.03703333333333,5.900930000000001,23.0
199,10,2,3,1:21.392,2,131.4,34:29.209,2020-11-10 12:34:29.209,Sam BIRD,,,4,DS Virgin Racing,,19.2778,22.2222,5.6327050000000005,172.0
200,11,2,4,3:07.654,0,57.0,37:36.863,2020-11-10 12:37:36.863,Sam BIRD,,,4,DS Virgin Racing,,19.2778,22.2222,6.8397125,107.25
201,12,20,1,11:52.741,0,15.0,11:52.741,2020-11-10 12:11:52.741,Mitch EVANS,0:10:20.475,,2,Panasonic Jaguar Racing,,19.2778,22.2222,4.82803,331.0
202,13,20,2,1:28.214,0,121.2,13:20.955,2020-11-10 12:13:20.955,Mitch EVANS,,,2,Panasonic Jaguar Racing,,,,,
203,14,20,3,1:22.355,2,129.9,14:43.310,2020-11-10 12:14:43.310,Mitch EVANS,,,2,Panasonic Jaguar Racing,,,,,
204,15,20,4,8:48.846,0,20.2,23:32.156,2020-11-10 12:23:32.156,Mitch EVANS,,,2,Panasonic Jaguar Racing,,,,,
205,16,23,1,11:44.621,0,15.2,11:44.621,2020-11-10 12:11:44.621,Nick HEIDFELD,0:10:14.721,,2,Mahindra Racing,,19.2778,22.2222,4.82803,331.0
206,17,23,2,1:22.074,2,130.3,13:06.695,2020-11-10 12:13:06.695,Nick HEIDFELD,,,2,Mahindra Racing,,,,,
207,18,23,3,3:37.583,0,49.2,16:44.278,2020-11-10 12:16:44.278,Nick HEIDFELD,,,2,Mahindra Racing,,,,,
208,19,23,4,1:46.472,0,100.5,18:30.750,2020-11-10 12:18:30.750,Nick HEIDFELD,,,2,Mahindra Racing,,,,,
209,20,25,1,22:20.324,0,8.0,22:20.324,2020-11-10 12:22:20.324,Jean-Eric VERGNE,0:20:51.363,,3,TECHEETAH,,18.8333,21.1111,6.43738,67.0
210,21,25,2,1:25.867,0,124.6,23:46.191,2020-11-10 12:23:46.191,Jean-Eric VERGNE,,,3,TECHEETAH,,18.8333,21.1111,6.43738,67.0
211,22,25,3,1:20.993,4,132.1,25:07.184,2020-11-10 12:25:07.184,Jean-Eric VERGNE,,,3,TECHEETAH,,18.888866666666672,21.1111,5.364483333333333,50.33333333333334
212,23,25,4,9:15.326,0,19.3,34:22.510,2020-11-10 12:34:22.510,Jean-Eric VERGNE,,,3,TECHEETAH,,19.15557,21.666669999999996,5.3108369999999985,93.7
213,24,25,5,1:46.548,0,100.4,36:09.058,2020-11-10 12:36:09.058,Jean-Eric VERGNE,,,3,TECHEETAH,,19.2778,22.2222,6.973823333333333,132.33333333333334
214,25,27,1,32:19.782,0,5.5,32:19.782,2020-11-10 12:32:19.782,Robin FRIJNS,0:30:50.303,,4,Andretti Formula E,,19.2778,22.2222,6.43738,26.0
215,26,27,2,1:27.945,0,121.6,33:47.727,2020-11-10 12:33:47.727,Robin FRIJNS,,,4,Andretti Formula E,,19.2778,22.2222,6.43738,19.5
216,27,27,3,1:21.912,2,130.6,35:09.639,2020-11-10 12:35:09.639,Robin FRIJNS,,,4,Andretti Formula E,,19.2778,22.2222,6.437376666666666,120.33333333333331
217,28,28,1,1:41.463,0,105.4,1:41.463,2020-11-10 12:01:41.463,Antonio Felix DA COSTA,0:00:18.435,,1,Andretti Formula E,,19.2778,23.3333,8.04672,15.0
218,29,28,2,1:27.018,0,122.9,3:08.481,2020-11-10 12:03:08.481,Antonio Felix DA COSTA,,,1,Andretti Formula E,,,,,
219,30,28,3,1:22.073,2,130.3,4:30.554,2020-11-10 12:04:30.554,Antonio Felix DA COSTA,,,1,Andretti Formula E,,,,,
220,31,28,4,3:25.465,0,52.1,7:56.019,2020-11-10 12:07:56.019,Antonio Felix DA COSTA,,,1,Andretti Formula E,,,,,
221,32,28,5,1:58.539,0,90.2,9:54.558,2020-11-10 12:09:54.558,Antonio Felix DA COSTA,,,1,Andretti Formula E,,,,,
222,33,3,1,32:10.772,0,5.5,32:10.772,2020-11-10 12:32:10.772,Nelson PIQUET JR,0:30:47.556,,4,NEXTEV NIO,,19.2778,22.2222,6.43738,26.0
223,34,3,2,1:24.142,0,127.1,33:34.914,2020-11-10 12:33:34.914,Nelson PIQUET JR,,,4,NEXTEV NIO,,19.2778,22.2222,6.43738,19.5
224,35,3,3,1:21.651,2,131.0,34:56.565,2020-11-10 12:34:56.565,Nelson PIQUET JR,,,4,NEXTEV NIO,,19.2778,22.2222,5.6327050000000005,172.0
225,36,3,4,2:28.718,0,71.9,37:25.283,2020-11-10 12:37:25.283,Nelson PIQUET JR,,,4,NEXTEV NIO,,19.2778,22.2222,6.8397125,107.25
226,37,33,1,2:00.177,0,89.0,2:00.177,2020-11-10 12:02:00.177, MA Qing Hua,0:00:22.720,,1,TECHEETAH,,19.2778,23.3333,4.82803,26.0
227,38,33,2,1:23.248,2,128.5,3:23.425,2020-11-10 12:03:23.425, MA Qing Hua,,,1,TECHEETAH,,,,,
228,39,33,3,1:59.910,0,89.2,5:23.335,2020-11-10 12:05:23.335, MA Qing Hua,,,1,TECHEETAH,,,,,
229,40,33,4,2:13.511,0,80.1,7:36.846,2020-11-10 12:07:36.846, MA Qing Hua,,,1,TECHEETAH,,,,,
230,41,37,1,1:44.109,0,102.7,1:44.109,2020-11-10 12:01:44.109,José Maria LOPEZ,0:00:16.134,,1,DS Virgin Racing,,19.2778,23.3333,8.04672,15.0
231,42,37,2,1:26.462,0,123.7,3:10.571,2020-11-10 12:03:10.571,José Maria LOPEZ,,,1,DS Virgin Racing,,,,,
232,43,37,3,1:22.133,2,130.2,4:32.704,2020-11-10 12:04:32.704,José Maria LOPEZ,,,1,DS Virgin Racing,,,,,
233,44,37,4,7:49.331,0,22.8,12:22.035,2020-11-10 12:12:22.035,José Maria LOPEZ,,,1,DS Virgin Racing,,,,,
234,45,37,5,1:45.828,0,101.1,14:07.863,2020-11-10 12:14:07.863,José Maria LOPEZ,,,1,DS Virgin Racing,,,,,
235,46,4,1,12:01.339,0,14.8,12:01.339,2020-11-10 12:12:01.339,Stéphane SARRAZIN,0:10:33.876,,2,Venturi Formula E Team,,19.2778,22.2222,6.43738,13.0
236,47,4,2,1:24.809,0,126.1,13:26.148,2020-11-10 12:13:26.148,Stéphane SARRAZIN,,,2,Venturi Formula E Team,,,,,
237,48,4,3,1:22.270,2,130.0,14:48.418,2020-11-10 12:14:48.418,Stéphane SARRAZIN,,,2,Venturi Formula E Team,,,,,
238,49,4,4,11:16.540,0,15.8,26:04.958,2020-11-10 12:26:04.958,Stéphane SARRAZIN,,,2,Venturi Formula E Team,,,,,
239,50,4,5,1:55.131,0,92.9,28:00.089,2020-11-10 12:28:00.089,Stéphane SARRAZIN,,,2,Venturi Formula E Team,,19.0926,21.2963,4.828033333333333,34.0
240,51,47,1,32:30.209,0,5.5,32:30.209,2020-11-10 12:32:30.209,Adam CARROLL,0:31:03.385,,4,Panasonic Jaguar Racing,,19.2778,22.2222,6.43738,26.0
241,52,47,2,1:25.695,2,124.8,33:55.904,2020-11-10 12:33:55.904,Adam CARROLL,,,4,Panasonic Jaguar Racing,,19.2778,22.2222,6.43738,19.5
242,53,47,3,1:26.065,0,124.3,35:21.969,2020-11-10 12:35:21.969,Adam CARROLL,,,4,Panasonic Jaguar Racing,,19.2778,22.2222,6.437376666666666,120.33333333333331
243,54,5,1,21:52.483,0,8.1,21:52.483,2020-11-10 12:21:52.483,Maro ENGEL,0:20:24.719,,3,Venturi Formula E Team,,18.8889,21.1111,3.21869,22.0
244,55,5,2,1:36.200,0,111.2,23:28.683,2020-11-10 12:23:28.683,Maro ENGEL,,,3,Venturi Formula E Team,,,,,
245,56,5,3,1:22.236,2,130.1,24:50.919,2020-11-10 12:24:50.919,Maro ENGEL,,,3,Venturi Formula E Team,,18.8611,21.1111,4.828035,44.5
246,57,5,4,11:58.012,0,14.9,36:48.931,2020-11-10 12:36:48.931,Maro ENGEL,,,3,Venturi Formula E Team,,19.153861538461534,21.709399999999995,5.5708076923076915,78.84615384615384
247,58,6,1,21:58.095,0,8.1,21:58.095,2020-11-10 12:21:58.095,Loïc DUVAL,0:20:29.190,,3,Faraday Future Dragon Racing,,18.8889,21.1111,3.21869,22.0
248,59,6,2,1:26.144,0,124.2,23:24.239,2020-11-10 12:23:24.239,Loïc DUVAL,,,3,Faraday Future Dragon Racing,,,,,
249,60,6,3,1:23.933,2,127.4,24:48.172,2020-11-10 12:24:48.172,Loïc DUVAL,,,3,Faraday Future Dragon Racing,,18.8611,21.1111,4.828035,44.5
250,61,6,4,7:39.828,0,23.3,32:28.000,2020-11-10 12:32:28.000,Loïc DUVAL,,,3,Faraday Future Dragon Racing,,19.098777777777773,21.481488888888887,5.006849999999999,68.33333333333333
251,62,6,5,1:40.464,0,106.5,34:08.464,2020-11-10 12:34:08.464,Loïc DUVAL,,,3,Faraday Future Dragon Racing,,19.2778,22.2222,5.900930000000001,123.33333333333331
252,63,66,1,21:35.454,0,8.3,21:35.454,2020-11-10 12:21:35.454,Daniel ABT,0:20:11.424,,3,ABT Schaeffler Audi Sport,,18.8889,21.1111,3.21869,22.0
253,64,66,2,1:29.425,0,119.6,23:04.879,2020-11-10 12:23:04.879,Daniel ABT,,,3,ABT Schaeffler Audi Sport,,,,,
254,65,66,3,1:21.725,2,130.9,24:26.604,2020-11-10 12:24:26.604,Daniel ABT,,,3,ABT Schaeffler Audi Sport,,18.8611,21.1111,4.828035,44.5
255,66,66,4,5:49.275,0,30.6,30:15.879,2020-11-10 12:30:15.879,Daniel ABT,,,3,ABT Schaeffler Audi Sport,,19.0635,21.349214285714282,4.828034285714286,79.85714285714286
256,67,66,5,1:44.434,0,102.4,32:00.313,2020-11-10 12:32:00.313,Daniel ABT,,,3,ABT Schaeffler Audi Sport,,19.20373333333333,21.851866666666666,4.828033333333334,27.33333333333333
257,68,7,1,1:38.602,0,108.5,1:38.602,2020-11-10 12:01:38.602,Jérôme D'AMBROSIO,0:00:14.880,,1,Faraday Future Dragon Racing,,19.2778,23.3333,8.04672,15.0
258,69,7,2,1:26.324,0,123.9,3:04.926,2020-11-10 12:03:04.926,Jérôme D'AMBROSIO,,,1,Faraday Future Dragon Racing,,,,,
259,70,7,3,1:22.681,2,129.4,4:27.607,2020-11-10 12:04:27.607,Jérôme D'AMBROSIO,,,1,Faraday Future Dragon Racing,,,,,
260,71,7,4,5:41.154,0,31.4,10:08.761,2020-11-10 12:10:08.761,Jérôme D'AMBROSIO,,,1,Faraday Future Dragon Racing,,,,,
261,72,7,5,1:56.578,0,91.7,12:05.339,2020-11-10 12:12:05.339,Jérôme D'AMBROSIO,,,1,Faraday Future Dragon Racing,,,,,
262,73,8,1,1:49.015,0,98.1,1:49.015,2020-11-10 12:01:49.015,Nicolas PROST,0:00:20.541,,1,Renault e.dams,,19.2778,23.3333,8.04672,15.0
263,74,8,2,1:29.502,0,119.5,3:18.517,2020-11-10 12:03:18.517,Nicolas PROST,,,1,Renault e.dams,,,,,
264,75,8,3,1:21.777,2,130.8,4:40.294,2020-11-10 12:04:40.294,Nicolas PROST,,,1,Renault e.dams,,,,,
265,76,8,4,9:46.897,0,18.2,14:27.191,2020-11-10 12:14:27.191,Nicolas PROST,,,1,Renault e.dams,,,,,
266,77,8,5,1:55.591,0,92.5,16:22.782,2020-11-10 12:16:22.782,Nicolas PROST,,,1,Renault e.dams,,,,,
267,78,88,1,11:48.195,0,15.1,11:48.195,2020-11-10 12:11:48.195,Oliver TURVEY,0:10:19.360,,2,NEXTEV NIO,,19.2778,22.2222,4.82803,331.0
268,79,88,2,1:28.051,0,121.5,13:16.246,2020-11-10 12:13:16.246,Oliver TURVEY,,,2,NEXTEV NIO,,,,,
269,80,88,3,1:21.853,2,130.7,14:38.099,2020-11-10 12:14:38.099,Oliver TURVEY,,,2,NEXTEV NIO,,,,,
270,81,88,4,6:39.011,0,26.8,21:17.110,2020-11-10 12:21:17.110,Oliver TURVEY,,,2,NEXTEV NIO,,,,,
271,82,88,5,1:55.999,0,92.2,23:13.109,2020-11-10 12:23:13.109,Oliver TURVEY,,,2,NEXTEV NIO,,,,,
272,83,9,1,11:32.362,0,15.4,11:32.362,2020-11-10 12:11:32.362,Sébastien BUEMI,0:10:08.280,,2,Renault e.dams,,19.2778,22.2222,4.82803,331.0
273,84,9,2,1:26.543,0,123.6,12:58.905,2020-11-10 12:12:58.905,Sébastien BUEMI,,,2,Renault e.dams,,,,,
274,85,9,3,1:21.350,2,131.5,14:20.255,2020-11-10 12:14:20.255,Sébastien BUEMI,,,2,Renault e.dams,,,,,
275,86,9,4,4:36.068,0,38.7,18:56.323,2020-11-10 12:18:56.323,Sébastien BUEMI,,,2,Renault e.dams,,,,,
276,87,9,5,1:54.307,0,93.6,20:50.630,2020-11-10 12:20:50.630,Sébastien BUEMI,,,2,Renault e.dams,,,,,
277,0,11,1,1:11.668,0,105.1,1:11.668,2020-11-10 12:01:11.668,Lucas DI GRASSI,0:00:08.675,,1,ABT Schaeffler Audi Sport,,26.3889,21.1111,8.04672,65.0
278,1,11,2,1:10.952,0,106.2,2:22.620,2020-11-10 12:02:22.620,Lucas DI GRASSI,,,1,ABT Schaeffler Audi Sport,,,,,
279,2,11,3,1:03.690,2,118.3,3:26.310,2020-11-10 12:03:26.310,Lucas DI GRASSI,,,1,ABT Schaeffler Audi Sport,,26.3889,21.1111,8.04672,117.0
280,3,11,4,1:25.715,0,87.9,4:52.025,2020-11-10 12:04:52.025,Lucas DI GRASSI,,,1,ABT Schaeffler Audi Sport,,26.3889,21.1111,8.04672,65.0
281,4,19,1,37:25.827,0,3.4,37:25.826,2020-11-10 12:37:25.827,Felix ROSENQVIST,0:36:16.593,,4,Mahindra Racing,,27.7222,21.6667,8.04672,61.0
282,5,19,2,1:03.425,2,118.8,38:29.251,2020-11-10 12:38:29.252,Felix ROSENQVIST,,,4,Mahindra Racing,,27.7222,21.6667,8.04672,61.0
283,6,19,3,1:20.714,0,93.4,39:49.965,2020-11-10 12:39:49.966,Felix ROSENQVIST,,,4,Mahindra Racing,,27.7222,21.6667,8.04672,61.0
284,7,2,1,1:14.621,0,101.0,1:14.621,2020-11-10 12:01:14.621,Sam BIRD,0:00:11.533,,1,DS Virgin Racing,,26.3889,21.1111,8.04672,65.0
285,8,2,2,1:13.202,0,102.9,2:27.823,2020-11-10 12:02:27.823,Sam BIRD,,,1,DS Virgin Racing,,,,,
286,9,2,3,1:03.099,2,119.4,3:30.922,2020-11-10 12:03:30.922,Sam BIRD,,,1,DS Virgin Racing,,26.3889,21.1111,8.04672,117.0
287,10,2,4,1:23.841,0,89.9,4:54.763,2020-11-10 12:04:54.763,Sam BIRD,,,1,DS Virgin Racing,,26.3889,21.1111,8.04672,65.0
288,11,20,1,1:52.795,0,66.8,1:52.795,2020-11-10 12:01:52.795,Mitch EVANS,0:00:41.253,,1,Panasonic Jaguar Racing,,26.3889,21.1111,8.04672,169.0
289,12,20,2,1:10.887,0,106.3,3:03.682,2020-11-10 12:03:03.682,Mitch EVANS,,,1,Panasonic Jaguar Racing,,26.3889,21.1111,8.04672,169.0
290,13,20,3,1:03.563,2,118.5,4:07.245,2020-11-10 12:04:07.245,Mitch EVANS,,,1,Panasonic Jaguar Racing,,26.3889,21.1111,8.04672,117.0
291,14,20,4,4:29.722,0,27.9,8:36.967,2020-11-10 12:08:36.967,Mitch EVANS,,,1,Panasonic Jaguar Racing,,26.388900000000003,21.2037,8.04672,84.5
292,15,23,1,2:01.956,0,61.8,2:01.956,2020-11-10 12:02:01.956,Nick HEIDFELD,0:00:51.041,,1,Mahindra Racing,,26.3889,21.1111,8.04672,169.0
293,16,23,2,1:08.407,0,110.1,3:10.363,2020-11-10 12:03:10.363,Nick HEIDFELD,,,1,Mahindra Racing,,26.3889,21.1111,8.04672,169.0
294,17,23,3,1:03.022,2,119.6,4:13.385,2020-11-10 12:04:13.385,Nick HEIDFELD,,,1,Mahindra Racing,,26.3889,21.1111,8.04672,117.0
295,18,23,4,6:00.026,0,20.9,10:13.411,2020-11-10 12:10:13.411,Nick HEIDFELD,,,1,Mahindra Racing,,26.388900000000003,21.26984285714285,7.357001428571429,75.57142857142857
296,19,25,1,21:42.385,0,5.8,21:42.385,2020-11-10 12:21:42.385,Jean-Eric VERGNE,0:20:30.641,,3,TECHEETAH,,27.4444,21.6667,8.04672,90.0
297,20,25,2,1:09.842,0,107.9,22:52.227,2020-11-10 12:22:52.227,Jean-Eric VERGNE,,,3,TECHEETAH,,27.4444,21.6667,8.04672,90.0
298,21,25,3,2:03.479,0,61.0,24:55.706,2020-11-10 12:24:55.706,Jean-Eric VERGNE,,,3,TECHEETAH,,27.4444,21.6667,8.04672,90.0
299,22,25,4,6:43.232,0,18.7,31:38.937,2020-11-10 12:31:38.938,Jean-Eric VERGNE,0:05:41.063,,3,TECHEETAH,,27.4444,21.666699999999995,8.04672,128.5
300,23,25,5,1:02.983,2,119.6,32:41.920,2020-11-10 12:32:41.921,Jean-Eric VERGNE,,,3,TECHEETAH,,27.4444,21.6667,8.04672,134.0
301,24,25,6,2:29.181,0,50.5,35:11.101,2020-11-10 12:35:11.102,Jean-Eric VERGNE,,,3,TECHEETAH,,27.53703333333333,21.6667,6.437376666666667,89.66666666666669
302,25,27,1,21:23.935,0,5.9,21:23.935,2020-11-10 12:21:23.935,Robin FRIJNS,0:20:18.066,,3,Andretti Formula E,,27.4444,21.6667,8.04672,90.0
303,26,27,2,1:15.719,0,99.5,22:39.654,2020-11-10 12:22:39.654,Robin FRIJNS,,,3,Andretti Formula E,,27.4444,21.6667,8.04672,90.0
304,27,27,3,1:49.377,0,68.9,24:29.031,2020-11-10 12:24:29.031,Robin FRIJNS,,,3,Andretti Formula E,,27.4444,21.6667,8.04672,90.0
305,28,27,4,6:50.986,0,18.3,31:20.016,2020-11-10 12:31:20.017,Robin FRIJNS,0:05:53.184,,3,Andretti Formula E,,27.4444,21.666699999999995,8.04672,127.71428571428572
306,29,27,5,1:03.688,2,118.3,32:23.704,2020-11-10 12:32:23.705,Robin FRIJNS,,,3,Andretti Formula E,,27.4444,21.6667,8.04672,134.0
307,30,27,6,1:24.440,0,89.2,33:48.144,2020-11-10 12:33:48.145,Robin FRIJNS,,,3,Andretti Formula E,,27.5,21.6667,7.242050000000001,96.5
308,31,28,1,11:23.989,0,11.0,11:23.989,2020-11-10 12:11:23.989,Antonio Felix DA COSTA,0:10:20.262,,2,Andretti Formula E,,26.3889,21.6667,3.21869,5.0
309,32,28,2,1:05.043,0,115.8,12:29.032,2020-11-10 12:12:29.032,Antonio Felix DA COSTA,,,2,Andretti Formula E,,26.3889,21.6667,4.828035,28.0
310,33,28,3,1:03.363,2,118.9,13:32.395,2020-11-10 12:13:32.395,Antonio Felix DA COSTA,,,2,Andretti Formula E,,26.3889,21.6667,5.6327050000000005,100.0
311,34,28,4,1:17.932,0,96.7,14:50.327,2020-11-10 12:14:50.327,Antonio Felix DA COSTA,,,2,Andretti Formula E,,26.3889,21.6667,4.82803,149.0
312,35,3,1,21:54.632,0,5.7,21:54.632,2020-11-10 12:21:54.632,Nelson PIQUET JR,0:20:49.252,,3,NEXTEV NIO,,27.4444,21.6667,8.04672,90.0
313,36,3,2,1:07.417,0,111.8,23:02.049,2020-11-10 12:23:02.049,Nelson PIQUET JR,,,3,NEXTEV NIO,,27.4444,21.6667,8.04672,90.0
