,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,1,1,9:37.404,0,18.5,9:37.404,2020-11-10 13:04:37.404,Lucas DI GRASSI,0:08:08.322,,1,Audi Sport ABT Schaeffler,,11.7778,15.5556,1.06093,333.0
1,1,2,1:21.444,2,131.3,10:58.848,2020-11-10 13:05:58.848,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,,,,
2,1,3,3:30.025,0,50.9,14:28.873,2020-11-10 13:09:28.873,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,11.7639,15.5556,1.5913999999999997,303.5
3,19,1,12:09.175,0,14.7,12:09.175,2020-11-10 13:07:09.175,Felix ROSENQVIST,0:10:44.022,,3,Mahindra Racing,,11.7778,15.5556,1.06093,333.0
4,19,2,1:21.196,2,131.7,13:30.371,2020-11-10 13:08:30.371,Felix ROSENQVIST,,,3,Mahindra Racing,,11.7778,15.5556,2.1218649999999997,294.5
5,2,1,1:32.782,0,115.3,1:32.782,2020-11-10 12:56:32.782,Sam BIRD,0:00:03.758,,3,DS Virgin Racing,,11.8889,15.5556,2.12187,342.0
6,2,2,1:20.615,2,132.7,2:53.397,2020-11-10 12:57:53.397,Sam BIRD,,,3,DS Virgin Racing,,,,,
7,2,3,3:30.782,0,50.7,6:24.179,2020-11-10 13:01:24.179,Sam BIRD,,,3,DS Virgin Racing,,,,,
8,6,1,6:52.126,0,26.0,6:52.126,2020-11-10 13:01:52.126,José Maria LOPEZ,0:05:18.501,,1,DRAGON,,11.8333,15.5556,1.06093,317.0
9,6,2,1:21.369,2,131.4,8:13.495,2020-11-10 13:03:13.495,José Maria LOPEZ,,,1,DRAGON,,,,,
10,6,3,3:20.394,0,53.4,11:33.889,2020-11-10 13:06:33.889,José Maria LOPEZ,,,1,DRAGON,,,,,
11,9,1,4:11.147,0,42.6,4:11.147,2020-11-10 12:59:11.147,Sébastien BUEMI,0:02:40.777,,2,Renault e.dams,,11.8333,15.5556,2.12187,290.0
12,9,2,1:20.355,3,133.1,5:31.502,2020-11-10 13:00:31.502,Sébastien BUEMI,,,2,Renault e.dams,,,,,
13,9,3,3:17.617,0,54.1,8:49.119,2020-11-10 13:03:49.119,Sébastien BUEMI,,,2,Renault e.dams,,,,,
