,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,1,1,3:52.459,0,46.0,3:52.459,2020-11-10 12:03:52.459,Lucas DI GRASSI,0:02:22.215,,1,Audi Sport ABT Schaeffler,,10.9444,13.8889,2.12187,283.0
1,1,2,1:38.166,0,109.0,5:30.625,2020-11-10 12:05:30.625,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,,,,
2,1,3,1:20.314,4,133.2,6:50.939,2020-11-10 12:06:50.939,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,10.9444,13.8889,2.12187,290.5
3,18,1,3:09.266,0,56.5,3:09.266,2020-11-10 12:03:09.266,André LOTTERER,0:01:45.285,,1,TECHEETAH,,10.9444,13.8889,0.0,284.0
4,18,2,1:29.361,0,119.7,4:38.627,2020-11-10 12:04:38.627,André LOTTERER,,,1,TECHEETAH,,,,,
5,18,3,1:21.222,2,131.7,5:59.849,2020-11-10 12:05:59.849,André LOTTERER,,,1,TECHEETAH,,10.9444,13.8889,2.12187,298.0
6,27,1,3:32.816,0,50.3,3:32.816,2020-11-10 12:03:32.816,Tom BLOMQVIST,0:01:49.832,,1,Andretti Formula E,,10.9444,13.8889,2.12187,283.0
7,27,2,1:42.267,0,104.6,5:15.083,2020-11-10 12:05:15.083,Tom BLOMQVIST,,,1,Andretti Formula E,,,,,
8,27,3,1:20.870,2,132.3,6:35.953,2020-11-10 12:06:35.953,Tom BLOMQVIST,,,1,Andretti Formula E,,10.9444,13.8889,2.12187,290.5
9,6,1,4:25.193,0,40.3,4:25.193,2020-11-10 12:04:25.193,José Maria LOPEZ,0:02:52.652,,1,DRAGON,,10.9444,13.8889,2.12187,283.0
10,6,2,1:27.320,0,122.5,5:52.513,2020-11-10 12:05:52.513,José Maria LOPEZ,,,1,DRAGON,,,,,
11,6,3,1:20.417,2,133.0,7:12.930,2020-11-10 12:07:12.930,José Maria LOPEZ,,,1,DRAGON,,10.9444,13.8889,2.12187,290.5
12,7,1,4:10.060,0,42.8,4:10.060,2020-11-10 12:04:10.060,Jérôme D'AMBROSIO,0:02:46.353,,1,DRAGON,,10.9444,13.8889,2.12187,283.0
13,7,2,1:26.601,0,123.5,5:36.661,2020-11-10 12:05:36.661,Jérôme D'AMBROSIO,,,1,DRAGON,,,,,
14,7,3,1:21.176,2,131.8,6:57.837,2020-11-10 12:06:57.837,Jérôme D'AMBROSIO,,,1,DRAGON,,10.9444,13.8889,2.12187,290.5
