,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,18,1,3:05.660,0,36.1,3:05.660,2020-11-10 11:03:05.660,André Lotterer,0:01:48.928,,1,TECHEETAH,,23.5556,31.6667,1.06093,36.0
1,18,2,1:08.780,0,97.4,4:14.440,2020-11-10 11:04:14.440,André Lotterer,,,1,TECHEETAH,,,,,
2,18,3,1:04.423,2,103.9,5:18.863,2020-11-10 11:05:18.863,André Lotterer,,,1,TECHEETAH,,23.5556,31.666699999999995,1.212492857142857,19.714285714285715
3,36,1,4:40.242,0,23.9,4:40.242,2020-11-10 11:04:40.242,Alex Lynn,0:03:13.714,,1,DS Virgin Racing,,23.5556,31.6667,2.12187,19.0
4,36,2,1:14.847,0,89.5,5:55.089,2020-11-10 11:05:55.089,Alex Lynn,,,1,DS Virgin Racing,,23.5556,31.6667,1.4145766666666664,26.444444444444443
5,36,3,1:05.544,2,102.2,7:00.633,2020-11-10 11:07:00.633,Alex Lynn,,,1,DS Virgin Racing,,23.603171428571425,31.666699999999995,1.9703042857142854,25.571428571428573
6,4,1,4:44.414,0,23.5,4:44.414,2020-11-10 11:04:44.414,Edoardo Mortara,0:03:20.922,,1,Venturi Formula E Team,,23.5556,31.6667,2.12187,19.0
7,4,2,1:12.730,2,92.1,5:57.144,2020-11-10 11:05:57.144,Edoardo Mortara,,,1,Venturi Formula E Team,,23.5556,31.6667,1.4145766666666664,26.444444444444443
8,5,1,4:38.589,0,24.0,4:38.589,2020-11-10 11:04:38.589,Maro Engel,0:03:18.978,,1,Venturi Formula E Team,,23.5556,31.6667,2.12187,19.0
9,5,2,1:20.389,0,83.3,5:58.978,2020-11-10 11:05:58.978,Maro Engel,,,1,Venturi Formula E Team,,23.5556,31.6667,1.4145766666666664,26.444444444444443
10,5,3,1:04.907,2,103.2,7:03.885,2020-11-10 11:07:03.885,Maro Engel,,,1,Venturi Formula E Team,,23.603171428571425,31.666699999999995,1.9703042857142854,25.571428571428573
11,9,1,4:41.701,0,23.8,4:41.701,2020-11-10 11:04:41.701,Sébastien Buemi,0:03:24.778,,1,Renault e.dams,,23.5556,31.6667,2.12187,19.0
12,9,2,1:10.495,0,95.0,5:52.196,2020-11-10 11:05:52.196,Sébastien Buemi,,,1,Renault e.dams,,23.5556,31.666699999999995,1.4587824999999999,24.75
13,9,3,1:03.966,4,104.7,6:56.162,2020-11-10 11:06:56.162,Sébastien Buemi,,,1,Renault e.dams,,23.597224999999995,31.666699999999995,1.8566325,27.375
14,2,1,4:03.449,0,27.5,4:03.449,2020-11-10 11:14:03.449,Sam Bird,0:02:50.993,,2,DS Virgin Racing,,24.1111,32.2222,7.42654,101.0
15,2,2,1:14.299,0,90.1,5:17.748,2020-11-10 11:15:17.748,Sam Bird,,,2,DS Virgin Racing,,,,,
16,2,3,1:03.276,4,105.8,6:21.024,2020-11-10 11:16:21.024,Sam Bird,,,2,DS Virgin Racing,,24.08731428571428,31.825414285714285,5.304671428571429,116.85714285714286
17,20,1,4:46.557,0,23.4,4:46.557,2020-11-10 11:14:46.557,Mitch Evans,0:03:16.482,,2,Panasonic Jaguar Racing,,24.0556,31.6667,5.30467,111.0
18,20,2,1:19.616,2,84.1,6:06.173,2020-11-10 11:16:06.173,Mitch Evans,,,2,Panasonic Jaguar Racing,,24.08335,31.6667,4.774205,111.0
19,27,1,2:59.647,0,37.3,2:59.647,2020-11-10 11:12:59.647,Kamui Kobayashi,0:01:41.337,,2,Andretti Formula E,,24.1111,32.2222,5.30467,128.0
20,27,2,1:15.274,0,89.0,4:14.921,2020-11-10 11:14:14.921,Kamui Kobayashi,,,2,Andretti Formula E,,,,,
21,27,3,1:04.806,2,103.3,5:19.727,2020-11-10 11:15:19.727,Kamui Kobayashi,,,2,Andretti Formula E,,,,,
22,28,1,3:56.686,0,28.3,3:56.686,2020-11-10 11:13:56.686,Antonio Felix da Costa,0:02:37.359,,2,Andretti Formula E,,24.1111,32.2222,5.30467,124.0
23,28,2,1:12.409,0,92.5,5:09.095,2020-11-10 11:15:09.095,Antonio Felix da Costa,,,2,Andretti Formula E,,,,,
24,28,3,1:03.914,2,104.8,6:13.009,2020-11-10 11:16:13.009,Antonio Felix da Costa,,,2,Andretti Formula E,,24.083349999999996,31.759283333333332,5.481493333333333,113.33333333333333
25,68,1,3:49.757,0,29.1,3:49.757,2020-11-10 11:13:49.757,Luca Filippi,0:02:33.374,,2,NIO Formula E Team,,24.1111,32.2222,5.30467,124.0
26,68,2,1:05.471,0,102.3,4:55.228,2020-11-10 11:14:55.228,Luca Filippi,,,2,NIO Formula E Team,,,,,
27,68,3,1:05.450,2,102.3,6:00.678,2020-11-10 11:16:00.678,Luca Filippi,,,2,NIO Formula E Team,,24.0926,31.666700000000002,5.658316666666667,113.33333333333333
28,19,1,1:52.930,0,59.3,1:52.930,2020-11-10 11:21:52.930,Felix Rosenqvist,0:00:39.203,,3,Mahindra Racing,,24.2222,32.2222,2.12187,118.0
29,19,2,1:09.108,0,96.9,3:02.038,2020-11-10 11:23:02.038,Felix Rosenqvist,,,3,Mahindra Racing,,,,,
30,19,3,1:03.466,2,105.5,4:05.504,2020-11-10 11:24:05.504,Felix Rosenqvist,,,3,Mahindra Racing,,24.17462857142857,32.222199999999994,2.8796785714285713,116.71428571428571
31,23,1,3:58.728,0,28.0,3:58.728,2020-11-10 11:23:58.728,Nick Heidfeld,0:02:44.897,,3,Mahindra Racing,,24.1667,32.2222,3.1828,117.0
32,23,2,1:08.092,0,98.3,5:06.820,2020-11-10 11:25:06.820,Nick Heidfeld,,,3,Mahindra Racing,,24.222212499999998,32.222199999999994,1.8566337499999994,106.5
33,23,3,1:03.350,3,105.7,6:10.170,2020-11-10 11:26:10.170,Nick Heidfeld,,,3,Mahindra Racing,,24.28572857142857,32.222199999999994,1.5156185714285713,76.14285714285714
34,25,1,2:39.104,0,42.1,2:39.104,2020-11-10 11:22:39.104,Jean-Eric Vergne,0:01:17.278,,3,TECHEETAH,,24.1667,32.2222,1.06093,134.0
35,25,2,1:09.464,0,96.4,3:48.568,2020-11-10 11:23:48.568,Jean-Eric Vergne,,,3,TECHEETAH,,24.166700000000002,32.2222,2.8291566666666665,106.0
36,25,3,1:03.403,2,105.6,4:51.971,2020-11-10 11:24:51.971,Jean-Eric Vergne,,,3,TECHEETAH,,24.206342857142854,32.222199999999994,2.5765542857142854,94.0
37,3,1,1:25.371,0,78.4,1:25.371,2020-11-10 11:21:25.371,Nelson Piquet,0:00:13.726,,3,Panasonic Jaguar Racing,,24.2222,32.2222,2.12187,82.0
38,3,2,1:05.253,0,102.6,2:30.624,2020-11-10 11:22:30.624,Nelson Piquet,,,3,Panasonic Jaguar Racing,,,,,
39,3,3,1:03.993,2,104.6,3:34.617,2020-11-10 11:23:34.617,Nelson Piquet,,,3,Panasonic Jaguar Racing,,24.1667,32.2222,2.12187,88.0
40,6,1,3:15.344,0,34.3,3:15.344,2020-11-10 11:23:15.344,Neel Jani,0:01:55.868,,3,DRAGON,,24.1667,32.2222,2.12187,136.0
41,6,2,1:05.615,2,102.0,4:20.959,2020-11-10 11:24:20.959,Neel Jani,,,3,DRAGON,,24.182557142857142,32.222199999999994,2.5765542857142854,114.71428571428571
42,1,1,2:10.586,0,51.3,2:10.586,2020-11-10 11:32:10.586,Lucas Di Grassi,0:00:57.267,,4,Audi Sport ABT Schaeffler,,24.1667,32.7778,5.30467,85.0
43,1,2,1:09.065,0,97.0,3:19.651,2020-11-10 11:33:19.651,Lucas Di Grassi,,,4,Audi Sport ABT Schaeffler,,,,,
44,1,3,5:48.355,0,19.2,9:08.005,2020-11-10 11:39:08.006,Lucas Di Grassi,,,4,Audi Sport ABT Schaeffler,,24.186279411764705,32.77779999999999,3.401230000000001,106.94117647058823
45,1,4,1:16.868,0,87.1,10:24.873,2020-11-10 11:40:24.874,Lucas Di Grassi,0:04:22.898,,4,Audi Sport ABT Schaeffler,,24.086433333333332,32.777800000000006,3.772211111111111,117.44444444444444
46,1,5,1:03.773,2,105.0,11:28.646,2020-11-10 11:41:28.647,Lucas Di Grassi,,,4,Audi Sport ABT Schaeffler,,24.0556,32.777800000000006,2.8796785714285713,123.14285714285714
47,16,1,1:49.319,0,61.3,1:49.319,2020-11-10 11:31:49.319,Oliver Turvey,0:00:27.998,,4,NIO Formula E Team,,24.1667,32.7778,2.12187,49.0
48,16,2,1:15.703,0,88.5,3:05.022,2020-11-10 11:33:05.022,Oliver Turvey,,,4,NIO Formula E Team,,,,,
49,16,3,6:30.829,0,17.1,9:35.850,2020-11-10 11:39:35.851,Oliver Turvey,,,4,NIO Formula E Team,,24.179016666666662,32.77779999999999,3.5953877777777783,108.58333333333333
50,16,4,1:19.867,0,83.8,10:55.717,2020-11-10 11:40:55.718,Oliver Turvey,0:05:05.049,,4,NIO Formula E Team,,24.06793333333333,32.777800000000006,3.3006844444444443,116.88888888888889
51,16,5,1:03.881,2,104.8,11:59.598,2020-11-10 11:41:59.599,Oliver Turvey,,,4,NIO Formula E Team,,24.0556,32.777800000000006,1.8187442857142853,121.71428571428571
52,66,1,2:37.830,0,42.4,2:37.830,2020-11-10 11:32:37.830,Daniel Abt,0:01:13.862,,4,Audi Sport ABT Schaeffler,,24.1667,32.7778,2.12187,132.0
53,66,2,6:35.567,0,16.9,9:13.396,2020-11-10 11:39:13.397,Daniel Abt,,,4,Audi Sport ABT Schaeffler,,24.18459032258064,32.777799999999985,3.559262903225807,106.96774193548387
54,66,3,1:21.778,0,81.9,10:35.174,2020-11-10 11:40:35.175,Daniel Abt,0:05:00.432,,4,Audi Sport ABT Schaeffler,,24.080266666666667,32.777800000000006,3.654328888888889,118.0
55,66,4,1:03.561,3,105.3,11:38.735,2020-11-10 11:41:38.736,Daniel Abt,,,4,Audi Sport ABT Schaeffler,,24.0556,32.777800000000006,2.5765542857142854,126.0
56,7,1,1:25.949,0,77.9,1:25.949,2020-11-10 11:31:25.949,Jérôme d'Ambrosio,0:00:09.455,,4,DRAGON,,24.1667,32.7778,2.12187,49.0
57,7,2,1:07.307,0,99.5,2:33.256,2020-11-10 11:32:33.256,Jérôme d'Ambrosio,,,4,DRAGON,,,,,
58,7,3,1:06.017,0,101.4,3:39.273,2020-11-10 11:33:39.273,Jérôme d'Ambrosio,,,4,DRAGON,,,,,
59,7,4,6:00.138,0,18.6,9:39.410,2020-11-10 11:39:39.411,Jérôme d'Ambrosio,,,4,DRAGON,,24.179016666666662,32.77779999999999,3.5953877777777783,108.58333333333333
60,7,5,1:20.808,0,82.9,11:00.218,2020-11-10 11:41:00.219,Jérôme d'Ambrosio,0:03:54.473,,4,DRAGON,,24.066699999999997,32.777800000000006,3.39499,117.5
61,7,6,1:04.405,2,104.0,12:04.623,2020-11-10 11:42:04.624,Jérôme d'Ambrosio,,,4,DRAGON,,24.0556,32.777800000000006,1.364057142857143,121.28571428571429
62,8,1,1:18.538,0,85.3,1:18.538,2020-11-10 11:31:18.538,Nicolas Prost,0:00:06.842,,4,Renault e.dams,,24.1667,32.7778,2.12187,62.0
63,8,2,1:07.745,2,98.8,2:26.283,2020-11-10 11:32:26.283,Nicolas Prost,,,4,Renault e.dams,,,,,
64,1,1,4:18.209,0,25.9,4:18.209,2020-11-10 11:04:18.209,Lucas Di Grassi,0:03:03.292,,1,Audi Sport ABT Schaeffler,,22.5,28.3333,2.12187,18.0
65,1,2,1:08.868,0,97.2,5:27.077,2020-11-10 11:05:27.077,Lucas Di Grassi,,,1,Audi Sport ABT Schaeffler,,,,,
66,1,3,1:03.346,2,105.7,6:30.423,2020-11-10 11:06:30.423,Lucas Di Grassi,,,1,Audi Sport ABT Schaeffler,,22.47617142857143,28.333300000000005,2.424992857142857,21.571428571428573
67,16,1,4:04.797,0,27.4,4:04.797,2020-11-10 11:04:04.797,Oliver Turvey,0:02:44.869,,1,NIO Formula E Team,,22.5,28.3333,1.06093,18.0
68,16,2,1:13.576,0,91.0,5:18.373,2020-11-10 11:05:18.373,Oliver Turvey,,,1,NIO Formula E Team,,,,,
69,16,3,1:03.092,4,106.1,6:21.465,2020-11-10 11:06:21.465,Oliver Turvey,,,1,NIO Formula E Team,,22.4722,28.333300000000005,2.4755133333333332,22.166666666666668
70,18,1,3:36.515,0,30.9,3:36.515,2020-11-10 11:03:36.515,André Lotterer,0:02:17.273,,1,TECHEETAH,,22.5,28.3333,3.1828,24.0
71,18,2,1:06.592,0,100.6,4:43.107,2020-11-10 11:04:43.107,André Lotterer,,,1,TECHEETAH,,,,,
