,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,25,1,7:28.931,0,15.4,7:28.931,2020-11-10 12:52:28.931,Jean-Eric VERGNE,0:06:08.545,,3,TECHEETAH,TECHEETAH,15.0556,27.2222,6.43738,228.0
1,25,2,1:02.325,2,110.9,8:31.256,2020-11-10 12:53:31.256,Jean-Eric VERGNE,,,3,TECHEETAH,TECHEETAH,15.0556,27.2222,6.43738,228.0
2,33,1,1:13.771,0,93.7,1:13.771,2020-11-10 12:46:13.771,Esteban GUTIERREZ,0:00:02.399,,3,TECHEETAH,TECHEETAH,15.3333,27.7778,6.43738,224.0
3,33,2,1:13.287,2,94.3,2:27.058,2020-11-10 12:47:27.058,Esteban GUTIERREZ,,,3,TECHEETAH,TECHEETAH,,,,
4,37,1,3:16.441,0,35.2,3:16.441,2020-11-10 12:48:16.441,José Maria LOPEZ,0:02:02.483,,2,DS Virgin Racing,VIRGIN,15.3333,27.7778,8.04672,209.0
5,37,2,1:02.640,2,110.3,4:19.081,2020-11-10 12:49:19.081,José Maria LOPEZ,,,2,DS Virgin Racing,VIRGIN,,,,
6,88,1,5:19.513,0,21.6,5:19.513,2020-11-10 12:50:19.513,Oliver TURVEY,0:04:04.038,,3,NEXTEV NIO,NEXTEV,15.1667,27.2222,3.21869,148.0
7,88,2,1:02.910,2,109.9,6:22.423,2020-11-10 12:51:22.423,Oliver TURVEY,,,3,NEXTEV NIO,NEXTEV,,,,
8,9,1,9:32.990,0,12.1,9:32.990,2020-11-10 12:54:32.990,Sébastien BUEMI,0:08:16.371,,1,Renault e.dams,RENAULT,15.0556,27.2222,6.43738,228.0
9,9,2,1:02.319,3,110.9,10:35.309,2020-11-10 12:55:35.309,Sébastien BUEMI,,,1,Renault e.dams,RENAULT,15.0556,27.2222,4.828035,222.0
