,NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,KPH,ELAPSED,HOUR,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,AIR_TEMP,TRACK_TEMP,WIND_SPEED,WIND_DIRECTION
0,1,1,4:20.760,0,28.9,4:20.760,2020-11-10 12:04:20.760,Lucas DI GRASSI,0:03:08.176,,1,Audi Sport ABT Schaeffler,,22.0,33.3333,5.30467,242.0
1,1,2,1:22.167,0,91.7,5:42.927,2020-11-10 12:05:42.927,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,,,,
2,1,3,1:02.079,4,121.4,6:45.006,2020-11-10 12:06:45.006,Lucas DI GRASSI,,,1,Audi Sport ABT Schaeffler,,22.0,33.3333,3.1828,286.0
3,27,1,4:03.218,0,31.0,4:03.218,2020-11-10 12:04:03.218,Tom BLOMQVIST,0:02:43.786,,1,Andretti Formula E,,22.0,33.3333,5.30467,242.0
4,27,2,1:20.911,0,93.1,5:24.129,2020-11-10 12:05:24.129,Tom BLOMQVIST,,,1,Andretti Formula E,,,,,
5,27,3,1:02.443,2,120.7,6:26.572,2020-11-10 12:06:26.572,Tom BLOMQVIST,,,1,Andretti Formula E,,22.0,33.3333,3.1828,286.0
6,5,1,4:32.640,0,27.6,4:32.640,2020-11-10 12:04:32.640,Maro ENGEL,0:03:25.751,,1,Venturi Formula E Team,,22.0,33.3333,5.30467,242.0
7,5,2,1:14.463,0,101.2,5:47.103,2020-11-10 12:05:47.103,Maro ENGEL,,,1,Venturi Formula E Team,,,,,
8,5,3,1:02.091,2,121.4,6:49.194,2020-11-10 12:06:49.194,Maro ENGEL,,,1,Venturi Formula E Team,,22.0,33.3333,4.243735,264.0
9,68,1,4:18.487,0,29.1,4:18.487,2020-11-10 12:04:18.487,Luca FILIPPI,0:03:06.626,,1,NIO Formula E Team,,22.0,33.3333,5.30467,242.0
10,68,2,1:13.731,0,102.2,5:32.218,2020-11-10 12:05:32.218,Luca FILIPPI,,,1,NIO Formula E Team,,,,,
11,68,3,1:02.508,2,120.5,6:34.726,2020-11-10 12:06:34.726,Luca FILIPPI,,,1,NIO Formula E Team,,22.0,33.3333,3.1828,286.0
12,7,1,4:22.563,0,28.7,4:22.563,2020-11-10 12:04:22.563,Jérôme D'AMBROSIO,0:03:10.827,,1,DRAGON,,22.0,33.3333,5.30467,242.0
13,7,2,1:15.199,0,100.2,5:37.762,2020-11-10 12:05:37.762,Jérôme D'AMBROSIO,,,1,DRAGON,,,,,
14,7,3,1:02.360,2,120.8,6:40.122,2020-11-10 12:06:40.122,Jérôme D'AMBROSIO,,,1,DRAGON,,22.0,33.3333,3.1828,286.0
15,19,1,1:54.617,0,65.7,1:54.617,2020-11-10 12:11:54.617,Felix ROSENQVIST,0:00:36.716,,2,Mahindra Racing,,22.4444,33.8889,2.12187,5.0
16,19,2,1:12.938,0,103.3,3:07.555,2020-11-10 12:13:07.555,Felix ROSENQVIST,,,2,Mahindra Racing,,,,,
17,19,3,1:01.676,2,122.2,4:09.231,2020-11-10 12:14:09.231,Felix ROSENQVIST,,,2,Mahindra Racing,,22.3333,33.8889,1.06093,101.0
18,19,4,1:31.425,0,82.4,5:40.656,2020-11-10 12:15:40.656,Felix ROSENQVIST,,,2,Mahindra Racing,,22.425900000000002,34.07406666666667,1.7682233333333333,131.33333333333334
19,2,1,4:12.588,0,29.8,4:12.588,2020-11-10 12:14:12.588,Sam BIRD,0:02:59.249,,2,DS Virgin Racing,,22.4444,33.8889,2.12187,5.0
20,2,2,1:14.277,0,101.4,5:26.865,2020-11-10 12:15:26.865,Sam BIRD,,,2,DS Virgin Racing,,22.4722,34.166650000000004,2.12187,146.5
21,2,3,1:02.007,2,121.5,6:28.872,2020-11-10 12:16:28.872,Sam BIRD,,,2,DS Virgin Racing,,22.55555,34.4444,2.652335,158.5
22,25,1,3:58.962,0,31.5,3:58.962,2020-11-10 12:13:58.962,Jean-Eric VERGNE,0:02:43.892,,2,TECHEETAH,,22.3333,33.8889,1.06093,101.0
23,25,2,1:09.663,0,108.2,5:08.625,2020-11-10 12:15:08.625,Jean-Eric VERGNE,,,2,TECHEETAH,,22.38885,33.8889,1.5914,53.0
24,25,3,1:01.962,2,121.6,6:10.587,2020-11-10 12:16:10.587,Jean-Eric VERGNE,,,2,TECHEETAH,,22.4722,34.166650000000004,2.12187,146.5
25,3,1,4:29.682,0,27.9,4:29.682,2020-11-10 12:14:29.682,Nelson PIQUET,0:03:07.900,,2,Panasonic Jaguar Racing,,22.4444,33.8889,2.12187,5.0
26,3,2,1:18.995,0,95.4,5:48.677,2020-11-10 12:15:48.677,Nelson PIQUET,,,2,Panasonic Jaguar Racing,,22.4722,34.166650000000004,2.12187,146.5
27,3,3,1:01.964,2,121.6,6:50.641,2020-11-10 12:16:50.641,Nelson PIQUET,,,2,Panasonic Jaguar Racing,,22.55555,34.4444,2.652335,158.5
28,9,1,4:34.303,0,27.5,4:34.303,2020-11-10 12:14:34.303,Sébastien BUEMI,0:03:25.330,,2,Renault e.dams,,22.4444,33.8889,2.12187,5.0
29,9,2,1:10.385,0,107.1,5:44.688,2020-11-10 12:15:44.688,Sébastien BUEMI,,,2,Renault e.dams,,22.4722,34.166650000000004,2.12187,146.5
30,9,3,1:01.668,4,122.2,6:46.356,2020-11-10 12:16:46.356,Sébastien BUEMI,,,2,Renault e.dams,,22.55555,34.4444,2.652335,158.5
31,16,1,1:50.658,0,68.1,1:50.658,2020-11-10 12:21:50.658,Oliver TURVEY,0:00:42.813,,3,NIO Formula E Team,,22.9444,35.0,3.1828,25.0
32,16,2,1:13.417,0,102.6,3:04.075,2020-11-10 12:23:04.075,Oliver TURVEY,,,3,NIO Formula E Team,,,,,
33,16,3,1:01.777,2,122.0,4:05.852,2020-11-10 12:24:05.852,Oliver TURVEY,,,3,NIO Formula E Team,,22.9444,35.0,2.12187,263.0
34,16,4,1:18.772,0,95.7,5:24.624,2020-11-10 12:25:24.624,Oliver TURVEY,,,3,NIO Formula E Team,,22.962933333333336,35.0,4.59738,188.33333333333334
35,28,1,1:33.135,0,80.9,1:33.135,2020-11-10 12:21:33.135,Antonio Felix DA COSTA,0:00:19.565,,3,Andretti Formula E,,22.9444,35.0,3.1828,25.0
36,28,2,1:14.073,0,101.7,2:47.208,2020-11-10 12:22:47.208,Antonio Felix DA COSTA,,,3,Andretti Formula E,,,,,
37,28,3,1:01.772,3,122.0,3:48.980,2020-11-10 12:23:48.980,Antonio Felix DA COSTA,,,3,Andretti Formula E,,22.9444,35.0,2.12187,263.0
38,28,4,1:21.340,0,92.6,5:10.320,2020-11-10 12:25:10.320,Antonio Felix DA COSTA,,,3,Andretti Formula E,,22.962933333333336,35.0,4.59738,188.33333333333334
39,36,1,1:24.818,0,88.8,1:24.818,2020-11-10 12:21:24.818,Alex LYNN,0:00:11.582,,3,DS Virgin Racing,,22.9444,35.0,3.1828,25.0
40,36,2,1:12.005,0,104.6,2:36.823,2020-11-10 12:22:36.823,Alex LYNN,,,3,DS Virgin Racing,,,,,
41,36,3,1:01.830,2,121.9,3:38.653,2020-11-10 12:23:38.653,Alex LYNN,,,3,DS Virgin Racing,,22.9444,35.0,2.12187,263.0
42,36,4,1:12.225,0,104.3,4:50.878,2020-11-10 12:24:50.878,Alex LYNN,,,3,DS Virgin Racing,,22.9444,35.0,2.652335,144.0
43,6,1,2:03.094,0,61.2,2:03.094,2020-11-10 12:22:03.094,José Maria LOPEZ,0:00:52.159,,3,DRAGON,,22.9444,35.0,2.12187,263.0
44,6,2,1:15.208,0,100.2,3:18.302,2020-11-10 12:23:18.302,José Maria LOPEZ,,,3,DRAGON,,22.9444,35.0,2.12187,263.0
45,6,3,1:02.264,2,121.0,4:20.566,2020-11-10 12:24:20.566,José Maria LOPEZ,,,3,DRAGON,,22.9444,35.0,2.652335,144.0
46,6,4,1:24.061,0,89.6,5:44.627,2020-11-10 12:25:44.627,José Maria LOPEZ,,,3,DRAGON,,22.9722,35.0,5.835135,151.0
47,8,1,2:09.713,0,58.1,2:09.713,2020-11-10 12:22:09.713,Nicolas PROST,0:00:57.071,,3,Renault e.dams,,22.9444,35.0,2.12187,263.0
48,8,2,1:16.872,0,98.0,3:26.585,2020-11-10 12:23:26.585,Nicolas PROST,,,3,Renault e.dams,,22.9444,35.0,2.12187,263.0
49,8,3,1:02.377,2,120.8,4:28.962,2020-11-10 12:24:28.962,Nicolas PROST,,,3,Renault e.dams,,22.9444,35.0,2.652335,144.0
50,18,1,3:10.502,0,39.6,3:10.502,2020-11-10 12:33:10.502,André LOTTERER,0:02:03.430,,4,TECHEETAH,,23.2778,35.5556,1.06093,109.0
51,18,2,1:09.354,0,108.6,4:19.856,2020-11-10 12:34:19.856,André LOTTERER,,,4,TECHEETAH,,,,,
52,18,3,1:02.057,2,121.4,5:21.913,2020-11-10 12:35:21.913,André LOTTERER,,,4,TECHEETAH,,23.25,35.5556,1.5914,126.5
53,20,1,2:14.921,0,55.8,2:14.921,2020-11-10 12:32:14.921,Mitch EVANS,0:00:54.566,,4,Panasonic Jaguar Racing,,23.3333,35.5556,3.1828,64.0
54,20,2,1:20.458,0,93.6,3:35.379,2020-11-10 12:33:35.379,Mitch EVANS,,,4,Panasonic Jaguar Racing,,,,,
55,20,3,1:02.135,2,121.3,4:37.514,2020-11-10 12:34:37.514,Mitch EVANS,,,4,Panasonic Jaguar Racing,,23.2222,35.5556,2.12187,144.0
56,20,4,1:31.554,0,82.3,6:09.068,2020-11-10 12:36:09.068,Mitch EVANS,,,4,Panasonic Jaguar Racing,,23.25,35.5556,1.5914,126.5
57,23,1,3:57.068,0,31.8,3:57.068,2020-11-10 12:33:57.068,Nick HEIDFELD,0:02:50.087,,4,Mahindra Racing,,23.2222,35.5556,2.12187,144.0
58,23,2,1:14.253,0,101.5,5:11.321,2020-11-10 12:35:11.321,Nick HEIDFELD,,,4,Mahindra Racing,,23.2222,35.5556,2.12187,144.0
59,23,3,1:02.023,2,121.5,6:13.344,2020-11-10 12:36:13.344,Nick HEIDFELD,,,4,Mahindra Racing,,23.25,35.5556,1.5914,126.5
60,4,1,3:29.501,0,36.0,3:29.501,2020-11-10 12:33:29.501,Edoardo MORTARA,0:02:12.969,,4,Venturi Formula E Team,,23.2222,35.5556,2.12187,144.0
61,4,2,1:24.839,0,88.8,4:54.340,2020-11-10 12:34:54.340,Edoardo MORTARA,,,4,Venturi Formula E Team,,23.2222,35.5556,2.12187,144.0
62,4,3,1:03.416,2,118.8,5:57.756,2020-11-10 12:35:57.756,Edoardo MORTARA,,,4,Venturi Formula E Team,,23.25,35.5556,1.5914,126.5
63,66,1,1:24.077,0,89.6,1:24.077,2020-11-10 12:31:24.077,Daniel ABT,0:00:12.489,,4,Audi Sport ABT Schaeffler,,23.3333,35.5556,3.1828,64.0
64,66,2,1:14.429,0,101.2,2:38.506,2020-11-10 12:32:38.506,Daniel ABT,,,4,Audi Sport ABT Schaeffler,,,,,
65,66,3,1:01.885,3,121.8,3:40.391,2020-11-10 12:33:40.391,Daniel ABT,,,4,Audi Sport ABT Schaeffler,,,,,
66,66,4,1:14.606,0,101.0,4:54.997,2020-11-10 12:34:54.997,Daniel ABT,,,4,Audi Sport ABT Schaeffler,,23.2222,35.5556,2.12187,144.0
