NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;POWER;
11;1;11;1:10.262;0;;23.624;0;17.313;0;29.325;0;120.3;31:26.161;08:31:26.161;0:23.624;0:17.313;0:29.325;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;250;
11;1;12;1:15.598;0;;26.216;0;18.486;0;30.896;0;111.8;32:41.759;08:32:41.759;0:26.216;0:18.486;0:30.896;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;13;1:13.162;0;;24.183;0;18.148;0;30.831;0;115.5;33:54.921;08:33:54.921;0:24.183;0:18.148;0:30.831;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;14;1:15.854;0;;24.517;0;20.449;0;30.888;0;111.4;35:10.775;08:35:10.775;0:24.517;0:20.449;0:30.888;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;15;1:12.514;0;;24.128;0;18.036;0;30.350;0;116.6;36:23.289;08:36:23.289;0:24.128;0:18.036;0:30.350;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;16;1:12.121;0;;23.704;0;17.909;0;30.508;0;117.2;37:35.410;08:37:35.410;0:23.704;0:17.909;0:30.508;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;17;1:13.398;0;;24.673;0;18.156;0;30.569;0;115.2;38:48.808;08:38:48.808;0:24.673;0:18.156;0:30.569;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;18;1:12.713;0;;24.098;0;18.215;0;30.400;0;116.2;40:01.521;08:40:01.521;0:24.098;0:18.215;0:30.400;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;19;1:27.434;0;;26.721;0;21.774;0;38.939;0;96.7;41:28.955;08:41:28.955;0:26.721;0:21.774;0:38.939;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;20;1:10.845;0;;23.433;0;17.608;0;29.804;0;119.3;42:39.800;08:42:39.800;0:23.433;0:17.608;0:29.804;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;21;1:30.800;0;;26.361;0;26.293;0;38.146;0;93.1;44:10.600;08:44:10.600;0:26.361;0:26.293;0:38.146;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;22;1:10.769;0;;23.313;0;17.583;0;29.873;0;119.4;45:21.369;08:45:21.369;0:23.313;0:17.583;0:29.873;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;23;1:29.318;0;B;26.347;0;20.137;0;42.834;0;94.6;46:50.687;08:46:50.687;0:26.347;0:20.137;0:42.834;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;;
11;1;24;7:01.047;0;;5:59.663;0;19.771;0;41.613;0;20.1;53:51.734;08:53:51.734;5:59.663;0:19.771;0:41.613;;Lucas DI GRASSI;0:05:43.042;;;Audi Sport Abt Schaeffler Formula E Team;;250;
11;1;25;1:08.630;3;;23.001;2;16.712;2;28.917;3;123.2;55:00.364;08:55:00.364;0:23.001;0:16.712;0:28.917;;Lucas DI GRASSI;;;;Audi Sport Abt Schaeffler Formula E Team;;250;
16;1;1;2:30.958;0;;1:33.625;0;22.989;0;34.344;0;56.0;2:30.958;08:02:30.958;1:33.625;0:22.989;0:34.344;;Oliver TURVEY;0:01:02.161;;;NIO Formula E Team;;;
16;1;2;1:19.022;0;;27.641;0;19.376;0;32.005;0;107.0;3:49.980;08:03:49.980;0:27.641;0:19.376;0:32.005;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;3;1:15.283;0;;24.969;0;18.951;0;31.363;0;112.3;5:05.263;08:05:05.263;0:24.969;0:18.951;0:31.363;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;4;1:48.001;0;;34.901;0;39.455;0;33.645;0;78.3;6:53.264;08:06:53.264;0:34.901;0:39.455;0:33.645;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;5;1:14.051;0;;24.469;0;18.425;0;31.157;0;114.1;8:07.315;08:08:07.315;0:24.469;0:18.425;0:31.157;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;6;1:13.248;0;;23.963;0;17.988;0;31.297;0;115.4;9:20.563;08:09:20.563;0:23.963;0:17.988;0:31.297;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;7;1:13.972;0;;23.955;0;17.901;0;32.116;0;114.3;10:34.535;08:10:34.535;0:23.955;0:17.901;0:32.116;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;8;1:13.138;0;;24.081;0;18.101;0;30.956;0;115.6;11:47.673;08:11:47.673;0:24.081;0:18.101;0:30.956;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;9;17:16.149;0;B;24.359;0;18.422;0;16:33.368;0;8.2;29:03.822;08:29:03.822;0:24.359;0:18.422;16:33.368;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;10;1:32.060;0;;35.437;0;21.562;0;35.061;0;91.8;30:35.882;08:30:35.882;0:35.437;0:21.562;0:35.061;;Oliver TURVEY;0:16:00.440;;;NIO Formula E Team;;;
16;1;11;1:14.874;0;;24.510;0;18.942;0;31.422;0;112.9;31:50.756;08:31:50.756;0:24.510;0:18.942;0:31.422;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;12;1:14.985;0;;24.238;0;18.696;0;32.051;0;112.7;33:05.741;08:33:05.741;0:24.238;0:18.696;0:32.051;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;13;1:13.549;0;;24.070;0;18.424;0;31.055;0;114.9;34:19.290;08:34:19.290;0:24.070;0:18.424;0:31.055;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;14;1:13.695;0;;24.301;0;18.323;0;31.071;0;114.7;35:32.985;08:35:32.985;0:24.301;0:18.323;0:31.071;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;15;1:14.645;0;;24.132;0;18.378;0;32.135;0;113.2;36:47.630;08:36:47.630;0:24.132;0:18.378;0:32.135;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;16;1:15.949;0;;24.420;0;18.365;0;33.164;0;111.3;38:03.579;08:38:03.579;0:24.420;0:18.365;0:33.164;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;17;1:13.689;0;;24.104;0;18.584;0;31.001;0;114.7;39:17.268;08:39:17.268;0:24.104;0:18.584;0:31.001;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;18;1:13.285;0;;24.195;0;18.376;0;30.714;0;115.3;40:30.553;08:40:30.553;0:24.195;0:18.376;0:30.714;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;19;1:17.876;0;;24.130;0;20.004;0;33.742;0;108.5;41:48.429;08:41:48.429;0:24.130;0:20.004;0:33.742;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;20;1:13.030;0;;23.886;0;18.253;0;30.891;0;115.7;43:01.459;08:43:01.459;0:23.886;0:18.253;0:30.891;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;21;1:11.696;0;;23.522;0;17.855;0;30.319;0;117.9;44:13.155;08:44:13.155;0:23.522;0:17.855;0:30.319;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;22;1:11.929;0;;23.594;0;17.859;0;30.476;0;117.5;45:25.084;08:45:25.084;0:23.594;0:17.859;0:30.476;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;23;1:28.870;0;;32.610;0;20.899;0;35.361;0;95.1;46:53.954;08:46:53.954;0:32.610;0:20.899;0:35.361;;Oliver TURVEY;;;;NIO Formula E Team;;225;
16;1;24;1:10.870;0;;23.480;0;17.475;0;29.915;0;119.3;48:04.824;08:48:04.824;0:23.480;0:17.475;0:29.915;;Oliver TURVEY;;;;NIO Formula E Team;;225;
16;1;25;1:25.948;0;;28.043;0;23.710;0;34.195;0;98.3;49:30.772;08:49:30.772;0:28.043;0:23.710;0:34.195;;Oliver TURVEY;;;;NIO Formula E Team;;250;
16;1;26;1:09.487;2;;23.131;2;16.917;2;29.439;2;121.6;50:40.259;08:50:40.259;0:23.131;0:16.917;0:29.439;;Oliver TURVEY;;;;NIO Formula E Team;;250;
16;1;27;1:24.377;0;;27.660;0;21.877;0;34.840;0;100.2;52:04.636;08:52:04.636;0:27.660;0:21.877;0:34.840;;Oliver TURVEY;;;;NIO Formula E Team;;250;
16;1;28;1:17.671;0;;23.575;0;19.140;0;34.956;0;108.8;53:22.307;08:53:22.307;0:23.575;0:19.140;0:34.956;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;29;1:14.716;0;;23.801;0;18.505;0;32.410;0;113.1;54:37.023;08:54:37.023;0:23.801;0:18.505;0:32.410;;Oliver TURVEY;;;;NIO Formula E Team;;;
16;1;30;1:12.144;0;;23.604;0;17.875;0;30.665;0;117.2;55:49.167;08:55:49.167;0:23.604;0:17.875;0:30.665;;Oliver TURVEY;;;;NIO Formula E Team;;;
17;1;1;2:21.141;0;;1:26.634;0;20.600;0;33.907;0;59.9;2:21.141;08:02:21.141;1:26.634;0:20.600;0:33.907;;Gary PAFFETT;0:00:57.324;;;HWA RACELAB;;;
17;1;2;1:17.960;0;;25.721;0;19.562;0;32.677;0;108.4;3:39.101;08:03:39.101;0:25.721;0:19.562;0:32.677;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;3;1:19.535;0;;25.211;0;21.986;0;32.338;0;106.3;4:58.636;08:04:58.636;0:25.211;0:21.986;0:32.338;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;4;1:43.657;0;;25.060;0;41.705;0;36.892;0;81.5;6:42.293;08:06:42.293;0:25.060;0:41.705;0:36.892;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;5;1:16.476;0;;25.018;0;19.155;0;32.303;0;110.5;7:58.769;08:07:58.769;0:25.018;0:19.155;0:32.303;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;6;1:16.664;0;;24.865;0;19.058;0;32.741;0;110.3;9:15.433;08:09:15.433;0:24.865;0:19.058;0:32.741;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;7;1:14.967;0;;24.585;0;18.835;0;31.547;0;112.8;10:30.400;08:10:30.400;0:24.585;0:18.835;0:31.547;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;8;1:15.248;0;;24.333;0;18.687;0;32.228;0;112.3;11:45.648;08:11:45.648;0:24.333;0:18.687;0:32.228;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;9;1:21.387;0;;25.161;0;19.029;0;37.197;0;103.9;13:07.035;08:13:07.035;0:25.161;0:19.029;0:37.197;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;10;16:07.462;0;B;55.887;0;47.355;0;14:24.220;0;8.7;29:14.497;08:29:14.497;0:55.887;0:47.355;14:24.220;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;11;1:29.581;0;;33.996;0;21.973;0;33.612;0;94.4;30:44.078;08:30:44.078;0:33.996;0:21.973;0:33.612;;Gary PAFFETT;0:13:37.801;;;HWA RACELAB;;;
17;1;12;1:14.643;0;;24.985;0;18.501;0;31.157;0;113.2;31:58.721;08:31:58.721;0:24.985;0:18.501;0:31.157;;Gary PAFFETT;;;;HWA RACELAB;;250;
17;1;13;1:13.486;0;;24.102;0;18.429;0;30.955;0;115.0;33:12.207;08:33:12.207;0:24.102;0:18.429;0:30.955;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;14;1:14.420;0;;24.118;0;18.748;0;31.554;0;113.6;34:26.627;08:34:26.627;0:24.118;0:18.748;0:31.554;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;15;1:14.532;0;;24.104;0;18.565;0;31.863;0;113.4;35:41.159;08:35:41.159;0:24.104;0:18.565;0:31.863;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;16;1:29.904;0;;26.478;0;26.791;0;36.635;0;94.0;37:11.063;08:37:11.063;0:26.478;0:26.791;0:36.635;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;17;1:12.406;0;;23.897;0;17.854;0;30.655;0;116.7;38:23.469;08:38:23.469;0:23.897;0:17.854;0:30.655;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;18;1:12.549;0;;23.701;0;17.937;0;30.911;0;116.5;39:36.018;08:39:36.018;0:23.701;0:17.937;0:30.911;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;19;1:12.449;0;;23.796;0;17.801;0;30.852;0;116.7;40:48.467;08:40:48.467;0:23.796;0:17.801;0:30.852;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;20;5:12.702;0;B;23.435;0;18.010;0;4:31.257;0;27.0;46:01.169;08:46:01.169;0:23.435;0:18.010;4:31.257;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;21;1:33.861;0;;34.940;0;24.042;0;34.879;0;90.1;47:35.030;08:47:35.030;0:34.940;0:24.042;0:34.879;;Gary PAFFETT;0:04:03.646;;;HWA RACELAB;;250;
17;1;22;1:09.875;2;;23.313;2;17.098;2;29.464;2;121.0;48:44.905;08:48:44.905;0:23.313;0:17.098;0:29.464;;Gary PAFFETT;;;;HWA RACELAB;;250;
17;1;23;1:13.485;0;;24.923;0;18.131;0;30.431;0;115.0;49:58.390;08:49:58.390;0:24.923;0:18.131;0:30.431;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;24;1:12.260;0;;23.771;0;17.892;0;30.597;0;117.0;51:10.650;08:51:10.650;0:23.771;0:17.892;0:30.597;;Gary PAFFETT;;;;HWA RACELAB;;;
17;1;25;1:39.467;0;;29.616;0;30.584;0;39.267;0;85.0;52:50.117;08:52:50.117;0:29.616;0:30.584;0:39.267;;Gary PAFFETT;;;;HWA RACELAB;;225;
17;1;26;1:12.788;0;;23.427;0;17.430;0;31.931;0;116.1;54:02.905;08:54:02.905;0:23.427;0:17.430;0:31.931;;Gary PAFFETT;;;;HWA RACELAB;;225;
17;1;27;1:13.785;0;;24.776;0;18.246;0;30.763;0;114.6;55:16.690;08:55:16.690;0:24.776;0:18.246;0:30.763;;Gary PAFFETT;;;;HWA RACELAB;;225;
19;1;1;1:51.853;0;;55.935;0;20.294;0;35.624;0;75.6;1:51.853;08:01:51.853;0:55.935;0:20.294;0:35.624;;Felipe MASSA;0:00:25.462;;;Venturi Formula E Team;;;
19;1;2;1:18.984;0;;26.247;0;19.128;0;33.609;0;107.0;3:10.837;08:03:10.837;0:26.247;0:19.128;0:33.609;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;3;1:16.781;0;;25.714;0;19.094;0;31.973;0;110.1;4:27.618;08:04:27.618;0:25.714;0:19.094;0:31.973;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;4;1:37.694;0;;24.936;0;18.930;0;53.828;0;86.5;6:05.312;08:06:05.312;0:24.936;0:18.930;0:53.828;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;5;1:21.248;0;;30.919;0;18.698;0;31.631;0;104.0;7:26.560;08:07:26.560;0:30.919;0:18.698;0:31.631;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;6;1:15.081;0;;24.778;0;18.855;0;31.448;0;112.6;8:41.641;08:08:41.641;0:24.778;0:18.855;0:31.448;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;7;1:14.731;0;;24.639;0;18.725;0;31.367;0;113.1;9:56.372;08:09:56.372;0:24.639;0:18.725;0:31.367;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;8;1:14.440;0;;24.809;0;18.651;0;30.980;0;113.6;11:10.812;08:11:10.812;0:24.809;0:18.651;0:30.980;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;9;1:14.736;0;;24.720;0;18.711;0;31.305;0;113.1;12:25.548;08:12:25.548;0:24.720;0:18.711;0:31.305;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;10;16:52.501;0;B;25.433;0;40.936;0;15:46.132;0;8.3;29:18.049;08:29:18.049;0:25.433;0:40.936;15:46.132;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;11;1:27.815;0;;31.726;0;21.537;0;34.552;0;96.3;30:45.864;08:30:45.864;0:31.726;0:21.537;0:34.552;;Felipe MASSA;0:15:00.680;;;Venturi Formula E Team;;;
19;1;12;1:14.074;0;;25.062;0;18.314;0;30.698;0;114.1;31:59.938;08:31:59.938;0:25.062;0:18.314;0:30.698;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;13;1:13.222;0;;24.174;0;18.386;0;30.662;0;115.4;33:13.160;08:33:13.160;0:24.174;0:18.386;0:30.662;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;14;1:14.019;0;;24.681;0;18.532;0;30.806;0;114.2;34:27.179;08:34:27.179;0:24.681;0:18.532;0:30.806;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;15;1:14.807;0;;24.351;0;18.428;0;32.028;0;113.0;35:41.986;08:35:41.986;0:24.351;0:18.428;0:32.028;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;16;1:39.117;0;;32.496;0;24.211;0;42.410;0;85.3;37:21.103;08:37:21.103;0:32.496;0:24.211;0:42.410;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;17;1:11.963;0;;23.949;0;17.755;0;30.259;0;117.5;38:33.066;08:38:33.066;0:23.949;0:17.755;0:30.259;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;18;1:11.305;0;;23.590;0;17.556;0;30.159;0;118.5;39:44.371;08:39:44.371;0:23.590;0:17.556;0:30.159;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;19;1:34.414;0;;32.605;0;25.334;0;36.475;0;89.5;41:18.785;08:41:18.785;0:32.605;0:25.334;0:36.475;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;20;1:22.947;0;;23.416;0;24.174;0;35.357;0;101.9;42:41.732;08:42:41.732;0:23.416;0:24.174;0:35.357;;Felipe MASSA;;;;Venturi Formula E Team;;;
19;1;21;1:36.057;0;;27.478;0;27.129;0;41.450;0;88.0;44:17.789;08:44:17.789;0:27.478;0:27.129;0:41.450;;Felipe MASSA;;;;Venturi Formula E Team;;225;
19;1;22;5:30.691;0;B;22.994;0;17.209;2;4:50.488;0;25.6;49:48.480;08:49:48.480;0:22.994;0:17.209;4:50.488;;Felipe MASSA;;;;Venturi Formula E Team;;225;
19;1;23;1:36.653;0;;37.898;0;19.605;0;39.150;0;87.5;51:25.133;08:51:25.133;0:37.898;0:19.605;0:39.150;;Felipe MASSA;0:04:03.270;;;Venturi Formula E Team;;250;
19;1;24;1:09.780;2;;22.896;2;17.455;0;29.429;2;121.1;52:34.913;08:52:34.913;0:22.896;0:17.455;0:29.429;;Felipe MASSA;;;;Venturi Formula E Team;;250;
19;1;25;1:41.637;0;;28.809;0;30.270;0;42.558;0;83.2;54:16.550;08:54:16.550;0:28.809;0:30.270;0:42.558;;Felipe MASSA;;;;Venturi Formula E Team;;250;
19;1;26;1:10.954;0;;23.538;0;17.575;0;29.841;0;119.1;55:27.504;08:55:27.504;0:23.538;0:17.575;0:29.841;;Felipe MASSA;;;;Venturi Formula E Team;;;
2;1;1;1:45.616;0;;44.452;0;20.713;0;40.451;0;80.0;1:45.616;08:01:45.616;0:44.452;0:20.713;0:40.451;;Sam BIRD;0:00:14.409;;;Envision Virgin Racing;;;
2;1;2;1:16.259;0;;25.555;0;18.623;0;32.081;0;110.8;3:01.875;08:03:01.875;0:25.555;0:18.623;0:32.081;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;3;1:13.364;0;;24.545;0;18.120;0;30.699;0;115.2;4:15.239;08:04:15.239;0:24.545;0:18.120;0:30.699;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;4;1:16.428;0;;24.403;0;17.999;0;34.026;0;110.6;5:31.667;08:05:31.667;0:24.403;0:17.999;0:34.026;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;5;1:38.515;0;;48.570;0;18.278;0;31.667;0;85.8;7:10.182;08:07:10.182;0:48.570;0:18.278;0:31.667;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;6;1:12.365;0;;23.922;0;18.076;0;30.367;0;116.8;8:22.547;08:08:22.547;0:23.922;0:18.076;0:30.367;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;7;1:11.848;0;;23.754;0;17.890;0;30.204;0;117.6;9:34.395;08:09:34.395;0:23.754;0:17.890;0:30.204;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;8;1:13.697;0;;24.558;0;18.301;0;30.838;0;114.7;10:48.092;08:10:48.092;0:24.558;0:18.301;0:30.838;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;9;1:26.344;0;B;25.863;0;18.136;0;42.345;0;97.9;12:14.436;08:12:14.436;0:25.863;0:18.136;0:42.345;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;10;18:23.196;0;;17:18.103;0;25.362;0;39.731;0;7.7;30:37.632;08:30:37.632;17:18.103;0:25.362;0:39.731;;Sam BIRD;0:17:00.680;;;Envision Virgin Racing;;;
2;1;11;1:20.001;0;;28.787;0;19.832;0;31.382;0;105.7;31:57.633;08:31:57.633;0:28.787;0:19.832;0:31.382;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;12;1:10.697;0;;23.209;0;17.533;0;29.955;0;119.6;33:08.330;08:33:08.330;0:23.209;0:17.533;0:29.955;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;13;1:42.493;0;;30.628;0;28.618;0;43.247;0;82.5;34:50.823;08:34:50.823;0:30.628;0:28.618;0:43.247;;Sam BIRD;;;;Envision Virgin Racing;;225;
2;1;14;1:10.005;0;;23.087;0;17.138;0;29.780;0;120.7;36:00.828;08:36:00.828;0:23.087;0:17.138;0:29.780;;Sam BIRD;;;;Envision Virgin Racing;;225;
2;1;15;1:42.245;0;;28.448;0;31.376;0;42.421;0;82.7;37:43.073;08:37:43.073;0:28.448;0:31.376;0:42.421;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;16;1:10.460;0;;23.061;0;17.375;0;30.024;0;120.0;38:53.533;08:38:53.533;0:23.061;0:17.375;0:30.024;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;17;1:26.601;0;B;25.680;0;17.760;0;43.161;0;97.6;40:20.134;08:40:20.134;0:25.680;0:17.760;0:43.161;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;18;7:26.428;0;;6:27.460;0;19.032;0;39.936;0;18.9;47:46.562;08:47:46.562;6:27.460;0:19.032;0:39.936;;Sam BIRD;0:06:16.031;;;Envision Virgin Racing;;250;
2;1;19;1:08.988;2;;22.820;3;16.791;2;29.377;2;122.5;48:55.550;08:48:55.550;0:22.820;0:16.791;0:29.377;;Sam BIRD;;;;Envision Virgin Racing;;250;
2;1;20;1:43.569;0;;28.436;0;29.346;0;45.787;0;81.6;50:39.119;08:50:39.119;0:28.436;0:29.346;0:45.787;;Sam BIRD;;;;Envision Virgin Racing;;250;
2;1;21;1:10.756;0;;23.152;0;17.421;0;30.183;0;119.5;51:49.875;08:51:49.875;0:23.152;0:17.421;0:30.183;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;22;1:36.922;0;;29.572;0;26.405;0;40.945;0;87.2;53:26.797;08:53:26.797;0:29.572;0:26.405;0:40.945;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;23;1:10.633;0;;22.862;0;17.371;0;30.400;0;119.7;54:37.430;08:54:37.430;0:22.862;0:17.371;0:30.400;;Sam BIRD;;;;Envision Virgin Racing;;;
2;1;24;1:42.273;0;;28.431;0;28.939;0;44.903;0;82.6;56:19.703;08:56:19.703;0:28.431;0:28.939;0:44.903;;Sam BIRD;;;;Envision Virgin Racing;;;
20;1;1;1:49.945;0;;52.529;0;20.640;0;36.776;0;76.9;1:49.945;08:01:49.945;0:52.529;0:20.640;0:36.776;;Mitch EVANS;0:00:22.645;;;Panasonic Jaguar Racing;;;
20;1;2;1:17.103;0;;26.079;0;19.110;0;31.914;0;109.6;3:07.048;08:03:07.048;0:26.079;0:19.110;0:31.914;;Mitch EVANS;;;;Panasonic Jaguar Racing;;;
20;1;3;1:17.432;0;;26.606;0;19.129;0;31.697;0;109.2;4:24.480;08:04:24.480;0:26.606;0:19.129;0:31.697;;Mitch EVANS;;;;Panasonic Jaguar Racing;;;
20;1;4;1:34.332;0;;25.757;0;18.976;0;49.599;0;89.6;5:58.812;08:05:58.812;0:25.757;0:18.976;0:49.599;;Mitch EVANS;;;;Panasonic Jaguar Racing;;;
